1815
0	165	269	437	505	545	800	831	935	1017	1109	1168	1309	1370	1446	1526	1614	1642	1662	1762	
0	54	139	250	337	485	595	667	713	950	985	995	1087	1123	1198	1238	1327	1413	1496	1625	
0	74	104	203	217	258	505	602	724	819	839	930	1018	1115	1194	1215	1260	1379	1446	1513	
0	13	93	302	361	588	623	664	757	789	862	914	980	1109	1212	1309	1482	1527	1608	1684	
0	129	199	232	290	346	439	525	598	659	679	750	819	914	963	986	1085	1172	1192	1318	
0	203	276	470	525	623	660	798	930	963	969	1074	1201	1213	1218	1283	1450	1546	1592	1679	
0	46	86	88	370	465	502	545	754	838	865	902	1127	1219	1287	1370	1450	1545	1684	1695	
0	199	296	338	411	439	508	645	752	779	845	900	936	1087	1100	1133	1213	1287	1386	1466	
0	190	252	299	356	453	465	469	473	508	562	712	876	985	1065	1100	1116	1238	1386	1519	
13	79	165	211	368	623	642	702	752	831	915	972	988	1065	1198	1293	1450	1548	1619	1662	
0	10	67	170	264	423	504	532	629	864	958	986	1048	1158	1168	1327	1330	1510	1598	1647	
0	115	167	170	264	346	372	455	512	598	763	885	969	1118	1123	1222	1310	1326	1346	1532	
26	43	296	302	365	502	616	770	796	879	968	1079	1123	1373	1399	1496	1598	1626	1629	1680	
0	46	67	68	167	250	326	428	512	645	724	746	839	900	972	1219	1310	1413	1441	1530	
0	50	99	276	339	351	455	559	602	727	830	988	1027	1154	1222	1383	1469	1572	1625	1626	
0	53	104	129	320	411	525	651	712	796	915	936	1027	1193	1246	1326	1371	1446	1532	1563	
174	291	431	465	584	667	779	876	881	958	1064	1198	1287	1469	1513	1545	1631	1679	1723	1758	
82	115	231	291	642	709	746	838	862	937	966	1075	1107	1370	1373	1442	1519	1572	1636	1695	
60	131	252	343	465	510	709	800	937	992	1021	1074	1158	1159	1225	1399	1482	1546	1671	1725	
94	174	290	299	372	411	496	689	788	881	945	949	1048	1172	1287	1371	1463	1529	1597	1680	
