1887
0	96	271	352	467	550	637	798	860	880	894	979	1024	1071	1101	1244	1253	1279	1417	1465	
0	64	219	307	390	541	599	732	746	824	926	990	1149	1182	1239	1286	1330	1404	1488	1555	
0	264	382	470	530	552	644	790	892	1101	1140	1234	1300	1409	1462	1530	1545	1685	1767	1821	
0	93	307	403	526	609	683	714	803	944	1087	1165	1173	1234	1325	1404	1479	1638	1722	1821	
0	4	86	185	271	321	375	396	402	473	637	719	760	799	854	922	1140	1182	1216	1246	
0	94	403	496	553	644	674	730	804	896	905	983	1033	1106	1205	1243	1272	1418	1552	1631	
0	157	199	267	390	496	547	644	860	1010	1026	1057	1122	1205	1283	1462	1512	1599	1767	1781	
0	18	114	633	707	798	917	979	1033	1118	1241	1309	1337	1418	1572	1638	1670	1722	1731	1780	
0	93	352	414	525	587	652	757	760	843	925	1010	1040	1136	1283	1296	1383	1465	1548	1626	
0	90	481	547	635	650	730	789	866	926	1022	1039	1195	1331	1442	1574	1656	1701	1841	1847	
0	90	192	199	390	481	561	650	714	746	802	899	992	1066	1166	1239	1302	1355	1430	1438	
93	98	182	242	330	439	508	553	620	703	790	855	917	1014	1071	1193	1226	1259	1336	1399	
0	174	307	382	478	522	682	703	824	981	1012	1101	1160	1216	1284	1336	1353	1383	1399	1422	
0	86	152	194	270	331	450	609	732	802	930	942	1029	1112	1147	1296	1333	1464	1525	1534	
94	186	197	242	252	285	290	331	508	733	844	899	934	1014	1026	1105	1165	1173	1345	1355	
96	194	254	637	733	810	850	944	959	982	1122	1138	1193	1243	1300	1441	1476	1517	1574	1634	
0	72	182	186	252	300	327	357	391	399	807	892	927	983	988	1013	1112	1277	1430	1530	
35	118	414	439	479	500	504	547	719	779	896	899	936	1040	1163	1218	1345	1442	1479	1552	
0	93	254	300	587	678	707	817	829	992	1034	1108	1218	1234	1331	1430	1497	1572	1643	1781	
57	210	547	644	699	703	750	843	1024	1057	1136	1253	1325	1457	1548	1634	1714	1748	1823	1858	
