1381
0	94	215	248	301	327	392	495	597	751	778	871	963	1100	1298	
0	102	133	319	434	491	631	673	680	777	885	1067	1118	1199	1313	
0	28	126	298	415	577	662	786	903	980	1048	1130	1150	1201	1236	
0	73	96	385	457	510	604	662	755	810	901	931	987	1014	1347	
0	110	211	232	292	328	357	480	579	710	871	964	1006	1058	1251	
73	102	210	298	368	384	415	480	563	669	695	798	885	947	987	
0	18	93	133	137	283	422	441	495	637	710	753	957	1006	1093	
0	198	250	301	384	491	579	695	757	763	825	897	1013	1016	1073	
0	85	115	228	322	335	472	554	658	755	825	910	947	1093	1236	
94	115	174	204	264	305	368	434	523	601	757	826	901	983	1059	
74	221	290	291	307	445	554	643	778	856	977	1106	1199	1205	1240	
0	49	92	202	232	389	392	476	569	613	683	826	1134	1205	1263	
133	198	292	452	523	643	680	713	790	840	964	1058	1148	1223	1319	
0	28	164	215	290	465	554	613	736	810	828	884	1118	1134	1170	
85	142	160	351	415	452	526	678	751	790	798	810	897	1016	1072	
