1787
230	314	323	357	450	504	564	641	699	776	813	884	1112	1135	1200	1236	1340	1386	1437	1552	
0	183	257	317	419	537	657	665	682	694	758	789	891	988	1093	1094	1120	1272	1337	1400	
0	106	188	247	364	552	656	713	799	927	948	1006	1127	1222	1383	1425	1445	1477	1561	1629	
0	199	212	279	312	375	464	563	661	682	768	775	866	881	937	1063	1121	1218	1272	1329	
0	61	135	256	274	386	461	479	494	637	729	753	761	837	854	900	935	1030	1124	1230	
0	34	93	183	297	367	481	551	692	757	806	819	897	972	1052	1139	1240	1372	1438	1721	
15	135	198	209	333	337	434	530	563	637	806	1025	1112	1172	1235	1331	1509	1619	1650	1695	
314	333	458	776	813	894	972	1120	1182	1299	1315	1416	1509	1524	1558	1623	1694	1712	1734	1751	
0	112	228	290	360	579	665	756	758	855	931	1003	1093	1236	1331	1372	1418	1538	1643	1740	
0	61	151	212	298	318	337	399	481	567	626	747	926	1008	1056	1354	1383	1432	1477	1561	
0	7	151	230	409	532	600	694	755	894	943	1044	1167	1182	1339	1457	1489	1532	1629	1682	
86	106	156	228	318	343	494	551	584	610	838	988	1121	1161	1251	1303	1388	1453	1638	1643	
61	126	199	249	375	469	559	656	725	831	903	993	1026	1076	1135	1219	1259	1340	1437	1524	
7	194	280	312	352	433	554	659	718	787	796	819	903	984	1039	1094	1142	1230	1329	1465	
178	194	279	379	409	492	532	596	694	769	892	1052	1142	1315	1373	1411	1557	1607	1678	1687	
29	34	107	161	334	399	561	607	663	725	756	808	831	891	937	1025	1259	1400	1523	1609	
0	3	298	461	559	715	732	836	838	1008	1044	1083	1150	1270	1290	1398	1401	1477	1564	1673	
0	52	128	249	398	450	694	729	780	868	897	987	1055	1139	1155	1190	1218	1272	1438	1578	
52	126	198	266	360	386	435	464	488	559	657	711	808	827	978	1065	1513	1538	1667	1678	
0	74	239	303	395	482	549	626	753	851	903	935	1029	1040	1127	1218	1401	1489	1609	1642	
