1607
0	94	145	187	218	279	325	413	446	473	558	689	745	866	916
0	84	163	274	325	365	432	499	612	734	817	847	928	947	1038
0	94	101	163	258	324	445	542	578	586	671	678	722	745	916
0	258	413	508	567	596	615	709	766	899	1014	1039	1106	1180	1268
19	325	385	497	526	558	601	696	795	866	945	1038	1079	1109	1126
0	84	140	186	327	393	507	700	704	719	758	812	851	928	983
0	145	385	477	524	601	704	766	788	860	947	985	1007	1018	1040
236	248	269	526	568	590	674	847	903	928	981	1034	1090	1119	1202
248	296	393	473	499	628	662	681	773	1018	1072	1129	1176	1260	1345
0	36	74	139	203	233	274	371	578	622	679	720	726	773	867
402	521	586	675	712	750	773	1072	1132	1245	1342	1427	1499	1517	1596
0	74	135	178	206	464	622	671	812	928	1039	1081	1180	1202	1213
58	74	135	144	152	218	279	432	526	626	709	867	983	1025	1038
0	67	74	303	355	446	450	451	530	632	995	1030	1038	1201	1240
528	572	720	773	787	821	878	908	1006	1030	1081	1150	1268	1290	1350
