1383
0	88	168	184	308	415	577	625	654	698
0	86	222	343	401	488	577	654	763	840
0	85	169	222	298	306	313	354	415	522
0	169	212	308	401	460	589	662	731	807
0	114	184	259	306	343	366	512	662	700
14	42	171	384	517	602	725	764	841	929
0	307	457	590	631	735	787	848	864	985
0	86	171	463	536	601	639	734	932	976
371	535	551	575	767	901	1019	1112	1232	1293
0	43	163	270	524	611	670	700	805	880
23	55	202	460	622	697	731	816	985	1053
0	85	92	163	222	556	573	698	715	766
415	488	575	586	750	976	1019	1038	1152	1168
104	430	671	705	797	950	1053	1152	1243	1342
0	276	301	328	366	601	670	779	841	880
