2018
0	25	147	240	334	372	434	523	626	697	731	777	819	893	985
0	67	123	134	203	316	366	457	499	582	704	726	808	864	893
0	25	222	230	265	443	503	516	678	730	752	770	800	886	915
0	127	188	190	266	277	369	458	555	645	701	730	773	800	819
0	99	129	191	372	419	474	562	609	701	721	985	1027	1126	1191
134	182	350	355	396	456	520	773	789	1027	1088	1122	1169	1268	1331
22	84	190	240	311	357	456	534	591	597	757	894	948	986	1016
0	59	62	243	266	312	410	444	556	574	645	770	849	911	976
0	67	122	239	312	344	434	546	615	716	1053	1122	1209	1231	1314
59	129	214	419	597	640	748	1122	1191	1231	1299	1407	1466	1484	1561
182	254	355	520	573	617	849	888	912	926	1024	1088	1210	1377	1430
147	191	266	278	370	444	611	682	808	838	960	1052	1136	1223	1314
0	39	230	243	311	513	608	638	693	838	890	978	1076	1220	1366
0	200	214	249	451	573	626	772	796	888	978	1316	1403	1446	1521
277	499	591	703	1403	1430	1470	1554	1637	1688	1703	1800	1848	1901	1979
122	243	278	574	606	617	628	658	672	692	696	716	858	931	1082
526	776	858	922	990	1017	1099	1425	1468	1524	1541	1559	1579	1677	1800
0	104	262	349	441	568	682	805	911	1016	1147	1159	1214	1217	1261
595	638	710	728	915	985	1046	1066	1088	1147	1183	1468	1481	1554	1583
0	50	169	173	260	334	379	615	824	890	1017	1079	1217	1296	1330
