1670
0	95	179	289	382	413	477	567	634	674
0	70	153	234	298	387	412	477	554	619
0	298	388	468	549	661	692	776	861	904
0	80	147	209	239	350	388	508	564	692
0	70	155	329	336	412	505	619	694	745
84	141	246	316	387	492	674	697	796	845
40	147	258	388	512	616	774	861	977	1050
0	125	233	441	554	682	859	950	1028	1077
176	220	493	586	675	697	789	903	1060	1117
120	239	343	387	610	694	777	845	957	1028
32	75	586	898	1109	1184	1253	1261	1335	1354
139	300	588	711	796	833	872	881	996	1009
75	174	289	412	723	872	1184	1226	1276	1335
80	291	395	432	564	631	784	874	940	1000
0	416	555	834	922	1000	1074	1118	1127	1169
336	604	686	1009	1108	1117	1162	1226	1289	1358
0	210	367	458	885	1081	1289	1387	1477	1559
69	183	227	325	458	989	1261	1351	1423	1521
879	914	1125	1162	1197	1351	1398	1477	1557	1596
141	209	233	291	459	464	727	777	834	922
