1526
0	86	146	208	310	397	491	562	587	703	762	805	826	916	986
0	68	186	224	304	455	502	562	590	652	801	881	917	978	1085
0	33	148	244	375	490	571	631	784	916	978	1015	1096	1181	1221
86	224	260	336	424	496	512	590	660	716	795	868	999	1057	1095
0	93	145	208	221	240	375	446	505	565	625	748	847	920	1015
0	62	122	248	326	336	408	496	565	623	664	847	910	1060	1143
62	180	267	424	458	512	517	537	625	695	748	826	937	999	1134
0	100	164	491	571	710	828	910	918	1014	1059	1118	1221	1262	1273
93	264	335	634	671	762	922	988	1028	1121	1134	1150	1278	1327	1367
0	5	40	68	82	215	218	357	562	652	752	828	1028	1143	1258
238	333	671	849	917	1094	1121	1173	1212	1253	1278	1303	1337	1387	1428
60	83	446	517	527	590	733	753	761	819	1014	1053	1085	1134	1167
0	28	112	164	273	366	425	505	550	660	866	1053	1095	1097	1204
5	115	218	245	304	366	389	753	911	1057	1121	1181	1278	1337	1390
0	82	180	218	242	326	373	445	446	550	635	703	745	765	795
