2330
0	33	155	213	244	369	510	533	602	688	733	739	798	823	911
8	42	142	159	256	325	361	399	427	439	489	555	636	736	827
0	71	91	173	286	304	437	505	555	609	615	688	762	782	938
0	56	228	385	456	515	531	623	676	717	798	841	954	1018	1120
8	115	237	343	453	519	592	841	855	954	979	1058	1188	1286	1413
128	435	477	576	669	755	864	1037	1128	1197	1236	1321	1456	1491	1586
184	310	477	505	642	815	958	1051	1151	1236	1328	1468	1592	1675	1823
274	386	486	516	680	767	790	893	969	1117	1222	1289	1304	1356	1519
0	149	224	329	361	551	809	1058	1197	1257	1328	1397	1504	1586	1587
91	127	319	369	482	548	676	679	739	827	911	912	1018	1149	1196
0	399	486	623	720	878	910	938	1066	1410	1508	1600	1677	1723	1788
41	45	433	510	720	749	908	986	1089	1508	1677	1734	1788	1899	1905
53	533	733	802	1051	1088	1182	1341	1574	1645	1723	1768	1872	2004	2071
0	45	619	734	802	863	910	912	1126	1222	1601	1686	1730	1824	1913
127	437	610	790	833	1088	1182	1213	1289	1334	1397	1456	1481	1504	1686
176	304	679	982	992	1042	1051	1091	1246	1687	1905	2071	2164	2186	2214
75	497	766	1109	1124	1213	1310	1460	1505	1506	1594	1747	1781	1793	1970
0	204	224	511	542	850	940	1334	1714	1913	1920	2004	2186	2227	2233
882	929	992	993	1051	1150	1191	1236	1390	1650	1675	1734	1999	2075	2164
929	996	1042	1091	1124	1146	1154	1392	1781	1863	1962	2075	2162	2280	2304
