1904
0	76	93	183	209	315	392	457	584	658	710	770	888	952	1071
0	96	201	317	371	489	509	595	720	769	831	868	957	1072	1169
5	76	175	203	364	442	544	593	616	749	789	878	936	976	1099
0	96	175	194	230	365	430	439	484	570	636	691	770	819	831
203	292	516	533	607	678	811	952	1175	1243	1265	1286	1377	1481	1581
0	19	96	272	301	342	371	409	413	492	661	785	814	854	908
0	96	135	217	288	366	415	492	584	658	732	841	851	908	1010
7	274	277	350	409	503	563	672	771	831	903	924	998	1066	1189
0	277	315	413	482	590	736	868	1004	1140	1233	1323	1329	1443	1519
35	120	217	292	326	392	543	691	766	812	876	936	1233	1363	1414
0	97	108	143	251	265	359	371	392	415	646	658	770	1011	1044
0	30	120	211	230	342	533	606	623	638	976	1105	1212	1277	1519
143	209	295	371	455	606	678	709	878	903	987	1107	1165	1224	1299
0	9	108	295	486	571	718	816	883	991	1046	1107	1229	1240	1264
0	211	327	439	524	652	720	974	1124	1240	1292	1414	1419	1490	1558
86	596	683	706	774	780	924	1006	1071	1175	1208	1323	1373	1419	1504
509	514	638	746	860	955	1169	1299	1341	1418	1441	1504	1581	1628	1716
514	566	709	944	986	1257	1337	1429	1509	1558	1561	1644	1664	1727	1805
30	204	251	371	482	708	771	906	987	1072	1165	1166	1265	1416	1445
543	658	986	1032	1141	1323	1416	1490	1571	1590	1652	1714	1799	1824	1894
