1725
0	97	222	330	343	454	542	651	692	778	868	934	980	1070	1095
0	67	141	182	239	343	357	421	505	583	631	659	776	918	1024
0	97	192	256	294	353	448	465	538	714	724	857	915	1000	1053
0	80	141	174	240	283	343	455	659	729	778	854	997	1082	1181
0	192	317	390	484	557	564	743	858	899	939	1024	1061	1181	1273
0	79	154	279	357	390	409	505	600	692	821	918	934	1082	1158
0	77	132	240	363	505	538	554	609	627	729	789	944	1158	1191
161	314	353	512	576	623	651	729	778	857	915	1007	1089	1157	1226
66	353	421	512	557	632	745	899	985	1191	1226	1278	1399	1446	1545
87	129	222	317	576	623	700	839	847	1000	1070	1159	1290	1354	1421
77	174	313	371	468	627	636	724	767	985	1070	1159	1245	1342	1421
0	80	101	395	505	583	654	1070	1104	1144	1226	1260	1342	1399	1470
0	17	79	174	222	313	409	416	1104	1179	1273	1328	1498	1545	1556
129	222	371	448	604	697	729	1179	1256	1328	1340	1569	1637	1644	1673
0	173	240	294	330	353	389	575	685	767	854	934	997	1053	1381
