1417
0	39	97	211	285	352	423	517	606	627
0	128	180	192	237	316	423	500	598	653
0	19	102	193	298	359	455	598	671	790
0	159	246	335	412	481	519	606	647	730
0	134	246	351	481	498	542	647	763	812
79	114	209	227	344	379	412	447	542	637
60	192	261	316	359	405	500	585	612	672
0	88	379	552	627	719	823	910	1016	1059
19	64	102	180	418	455	569	722	811	853
34	251	811	935	1016	1090	1117	1207	1276	1321
47	108	192	455	486	635	716	792	895	965
9	37	212	306	889	965	1064	1090	1186	1321
37	438	716	833	895	1046	1117	1165	1207	1253
78	114	270	472	522	602	635	983	1046	1140
132	206	261	440	522	743	822	863	935	953
