2000
0	42	73	175	230	254	288	360	392	454
19	141	230	295	363	454	586	653	740	825
82	295	400	479	581	735	776	884	953	978
0	101	172	312	479	498	609	709	776	843
0	152	407	487	625	739	826	881	924	994
0	252	305	311	430	487	586	653	792	910
93	305	400	593	653	733	821	872	970	1064
1	498	550	653	714	821	888	946	1022	1049
475	529	778	852	932	1040	1146	1229	1318	1402
172	186	593	702	736	978	1020	1064	1151	1213
484	550	559	688	734	878	888	1082	1089	1151
613	734	809	965	1039	1046	1133	1229	1335	1359
0	80	186	736	785	1122	1145	1259	1303	1356
191	242	786	888	1039	1225	1231	1402	1514	1580
874	963	998	1097	1186	1299	1359	1385	1430	1507
212	254	898	988	1063	1303	1425	1514	1605	1618
785	865	1103	1186	1205	1270	1335	1580	1648	1708
980	1237	1286	1290	1292	1648	1747	1774	1842	1888
72	787	832	932	1043	1088	1152	1747	1841	1888
231	310	832	1286	1343	1841	1848	1907	1915	1977
