1860
0	135	243	338	506	578	591	635	697	803
0	115	169	338	427	459	550	643	722	741
0	61	162	186	266	350	393	465	548	577
0	134	163	186	223	279	359	416	548	646
45	146	195	222	445	478	543	646	741	787
60	183	248	414	478	578	674	758	817	879
0	149	271	294	335	408	465	566	689	817
0	88	208	313	375	459	563	591	720	869
78	105	216	313	448	465	588	729	891	986
145	332	746	827	986	1109	1168	1259	1343	1430
0	238	452	609	664	789	1018	1116	1215	1346
285	384	408	506	591	739	910	978	1018	1116
0	501	632	812	892	977	1088	1109	1126	1180
89	195	287	501	626	753	853	869	935	1014
0	129	479	730	978	1107	1120	1197	1301	1343
37	152	256	518	684	753	869	977	1215	1254
33	223	298	661	725	902	978	1120	1254	1301
53	725	1169	1428	1519	1566	1654	1745	1797	1825
767	1033	1109	1253	1346	1430	1468	1563	1600	1621
86	326	655	838	902	1126	1193	1305	1333	1400
