2123
0	24	88	155	275	370	386	416	505	574	679	757	819	848	894	977	1035	1083	1134	1277
0	5	94	126	155	199	300	373	386	411	419	497	506	507	574	671	685	745	862	946
0	67	138	182	370	482	511	560	597	679	712	745	746	819	936	1019	1107	1186	1278	1367
67	80	199	305	389	525	577	640	641	646	671	721	732	783	825	883	903	1038	1070	1166
24	157	182	275	374	416	547	619	732	804	813	858	873	944	1098	1138	1186	1293	1317	1475
0	83	181	264	291	312	353	455	460	542	607	703	759	885	946	1063	1072	1154	1247	1393
95	133	214	305	326	440	619	634	644	729	846	921	984	995	1082	1188	1244	1318	1413	1445
0	92	190	278	407	440	518	592	671	719	818	915	995	1067	1138	1183	1209	1357	1393	1481
133	182	213	312	436	518	602	703	729	761	846	944	1003	1070	1114	1330	1428	1523	1593	1610
5	70	87	93	223	314	331	453	547	558	623	719	813	946	1087	1142	1193	1291	1317	1409
0	181	313	389	503	623	690	738	859	977	1055	1105	1148	1291	1296	1309	1372	1444	1450	1452
0	70	169	264	384	407	482	634	703	795	899	993	1070	1091	1148	1196	1213	1400	1445	1500
0	190	331	454	525	533	584	671	775	1006	1114	1219	1317	1454	1506	1577	1630	1708	1783	1875
0	39	270	405	497	507	567	599	706	812	903	993	1126	1434	1519	1610	1785	1820	1875	1959
0	68	261	291	407	453	533	779	1183	1376	1395	1547	1584	1601	1663	1668	1755	1879	1886	1959
0	49	80	90	157	190	460	759	842	870	921	1003	1154	1178	1189	1277	1399	1436	1584	1604
49	242	597	670	721	723	797	922	977	1039	1107	1166	1296	1303	1388	1454	1468	1490	1505	1519
0	126	345	547	619	644	685	761	785	862	945	1038	1083	1176	1281	1294	1367	1411	1426	1445
130	223	446	482	564	842	894	1070	1216	1293	1487	1549	1608	1660	1661	1700	1785	1847	1881	1958
460	606	862	945	1176	1277	1318	1399	1478	1568	1608	1626	1663	1664	1755	1828	1847	1929	1993	2032
