2191
0	61	196	230	322	379	528	553	602	669	722	742	850	907	958	1014	1052	1092	1215	1261
0	73	178	184	341	409	476	491	589	684	704	822	881	981	1054	1128	1158	1207	1325	1441
30	36	154	242	346	397	460	553	579	642	662	680	770	825	850	922	1055	1169	1248	1359
0	65	117	263	409	587	661	762	850	986	1011	1109	1127	1216	1285	1358	1386	1423	1524	1606
0	83	124	137	252	283	349	491	637	750	844	958	1011	1107	1238	1324	1404	1494	1530	1580
0	15	76	165	252	307	373	396	415	494	587	723	768	845	961	1052	1062	1143	1201	1225
0	15	37	165	230	397	476	478	569	725	727	785	881	994	1087	1188	1239	1309	1389	1499
4	75	77	315	421	457	537	634	691	762	822	917	985	1038	1129	1188	1233	1321	1389	1458
0	136	152	313	412	557	648	681	879	938	1107	1131	1215	1267	1382	1442	1524	1656	1688	1717
0	100	178	295	337	648	733	785	873	1127	1140	1224	1246	1386	1466	1614	1680	1688	1815	1882
0	83	92	175	412	496	583	693	758	781	788	867	961	994	1018	1024	1156	1246	1264	1407
0	28	61	375	386	411	649	722	750	819	886	973	1135	1178	1261	1389	1428	1480	1555	1636
23	73	164	222	349	495	740	825	839	845	1167	1186	1285	1443	1530	1689	1721	1726	1772	1833
0	152	244	341	459	583	623	716	780	788	844	893	1022	1052	1129	1293	1319	1352	1442	1474
386	401	475	578	589	684	793	823	1026	1105	1169	1275	1363	1428	1606	1721	1738	1741	1814	1873
0	37	65	141	282	373	390	459	528	678	718	811	1186	1428	1500	1610	1644	1687	1770	1815
181	248	322	406	496	578	647	681	720	938	1022	1084	1156	1287	1404	1474	1628	1706	1846	1876
401	446	542	568	634	727	935	1044	1058	1128	1196	1363	1428	1515	1636	1663	1773	1846	1938	2036
0	75	76	111	248	839	1024	1233	1337	1407	1458	1474	1552	1610	1667	1764	1819	1898	1963	1965
283	310	985	1050	1158	1190	1196	1357	1441	1491	1530	1534	1628	1764	1784	1963	2027	2068	2097	2101
