2115
0	17	93	169	297	361	453	509	512	654
0	29	264	294	345	441	453	526	561	654
0	103	210	361	408	509	579	608	671	761
0	35	76	130	391	463	468	526	579	761
0	56	178	219	308	408	608	859	861	968
72	182	219	491	562	635	699	715	861	969
294	411	531	600	731	902	921	1004	1098	1177
128	335	468	568	823	886	1024	1069	1158	1250
5	151	402	562	666	757	800	921	1023	1098
16	93	264	441	757	808	966	968	1110	1177
515	625	808	809	844	948	1069	1239	1324	1377
270	635	731	783	873	968	1159	1317	1459	1515
590	809	873	973	1006	1199	1250	1356	1447	1602
680	752	886	983	1032	1191	1198	1377	1461	1523
110	737	928	1006	1100	1294	1362	1393	1478	1515
303	507	1029	1177	1220	1275	1362	1514	1617	1697
126	223	441	444	873	898	1498	1640	1728	1796
45	898	962	983	1065	1195	1441	1697	1769	1796
444	901	956	1121	1150	1560	1652	1728	1827	1894
327	956	1220	1281	1294	1652	1827	1935	2029	2061
