1955
0	87	109	198	244	286	416	463	561	630	699	784	797	851	948
0	113	169	213	214	303	327	416	515	544	588	601	699	797	869
0	95	175	286	322	379	404	544	565	657	750	797	799	856	932
0	169	209	282	319	379	505	555	596	669	832	896	966	1016	1056
57	72	209	249	318	376	472	491	565	611	757	841	932	991	1048
0	95	139	227	264	304	472	508	559	609	668	721	784	966	1043
0	101	237	258	268	429	550	579	678	746	844	943	973	1025	1068
0	78	99	185	187	206	284	430	515	569	630	636	749	856	1025
0	8	72	248	331	430	498	512	559	580	657	721	768	841	851
0	74	185	304	371	454	463	594	834	862	932	1025	1077	1163	1231
207	319	423	455	553	609	771	876	923	971	1044	1123	1137	1231	1246
14	109	240	288	454	602	868	896	909	948	1016	1094	1146	1196	1269
99	175	258	571	982	1040	1063	1069	1113	1118	1134	1207	1248	1295	1362
330	661	1040	1123	1259	1329	1419	1460	1542	1557	1619	1739	1783	1800	1829
0	161	719	782	893	1216	1225	1235	1362	1455	1532	1579	1619	1643	1739
455	555	573	677	757	1225	1280	1352	1370	1400	1432	1532	1550	1675	1733
15	199	488	600	1098	1139	1207	1215	1352	1355	1420	1477	1488	1643	1714
0	84	161	250	327	388	470	546	595	685	773	889	987	1016	1079
26	573	670	782	973	1048	1228	1297	1392	1477	1578	1675	1763	1774	1782
338	579	595	809	971	1146	1220	1268	1455	1550	1578	1783	1817	1842	1936
