3771
0	104	178	303	366	367	419	476	492	498
0	123	201	271	443	497	512	543	548	554
92	357	449	520	615	663	737	819	866	959
123	227	383	495	569	612	623	708	819	853
82	157	249	317	465	562	564	610	708	737
0	53	562	596	663	694	759	866	984	1112
0	248	565	685	821	850	922	976	1135	1251
148	645	749	795	941	948	1016	1074	1209	1280
244	270	732	864	948	1042	1195	1345	1410	1454
347	791	805	879	976	1015	1168	1170	1256	1436
46	153	351	497	795	959	1042	1135	1209	1236
520	687	759	921	987	1274	1336	1420	1509	1594
69	870	921	1015	1098	1134	1336	1436	1594	1641
0	521	556	852	1096	1170	1206	1364	1527	1636
2	539	644	922	1101	1578	1662	1722	1903	1995
264	367	917	996	1128	1415	1516	1667	1819	1897
744	1022	1077	1170	1185	1623	1672	1757	1897	1969
760	850	1041	1177	1279	1291	1630	1647	1831	1943
865	1069	1147	1160	1229	1655	1769	1853	1918	1970
640	1095	1155	1216	1259	1350	1390	1454	1754	1819
113	663	1276	1291	1374	1637	1918	2001	2183	2311
361	1123	1319	1345	1469	1575	2079	2208	2226	2384
442	612	1165	1332	1404	1974	2057	2064	2176	2343
23	1228	1338	1424	1445	1510	1704	2013	2150	2257
24	439	516	785	1272	1598	1727	2039	2093	2226
1294	1352	1441	1497	1599	1820	1941	2093	2263	2365
970	1310	1327	1353	1479	1600	1683	2254	2395	2504
457	1315	1455	1529	1609	1891	1994	2064	2125	2393
692	1072	1204	1386	1551	1555	1941	2289	2384	2488
1430	1490	1603	1644	1696	2095	2226	2319	2420	2457
721	1052	1210	1485	1760	1791	2334	2424	2558	2735
1526	1574	1763	1836	1950	2473	2655	2701	2814	2906
1284	1510	1639	1746	1804	2375	2577	2631	2672	2765
1555	1645	1752	1781	1894	2551	2673	2754	2778	2833
1443	1576	1795	1896	2031	2160	2385	2475	2518	2635
1148	1686	1771	1970	2039	2834	2926	3048	3189	3239
1560	1882	2048	2127	2207	2629	2778	2865	2992	3051
78	1183	1710	1834	1893	2475	2891	2963	3020	3043
1221	1749	2127	2207	2301	2557	2941	2982	3125	3155
1641	1920	2278	2372	2467	2973	3109	3189	3254	3279
1988	2039	2372	2425	2501	2718	2814	3010	3155	3212
1893	2425	2511	2512	2613	2899	2937	3190	3279	3300
1229	1341	2127	2174	2229	2574	3088	3210	3292	3399
1666	2174	2248	2511	2550	2613	3143	3258	3364	3465
2018	2248	2249	2550	2593	2927	3146	3300	3358	3443
2062	2088	2111	2593	2667	2865	3024	3221	3372	3481
1668	2249	2308	2667	2712	2993	3048	3280	3463	3561
2083	2712	2765	2822	2917	3042	3072	3314	3416	3436
1738	2087	2164	2282	2382	2608	3072	3242	3358	3399
1694	2164	2233	2308	2765	3406	3538	3616	3649	3691
