1479
0	52	78	149	187	282	305	454	486	541
0	96	237	276	396	408	495	608	750	781
0	55	221	288	342	393	539	644	750	865
0	194	303	396	465	570	628	654	829	930
0	271	342	417	560	678	717	815	882	990
87	147	208	303	355	365	400	465	674	799
37	96	155	208	236	295	338	397	499	769
296	365	485	499	580	600	695	859	946	991
94	142	408	552	589	736	762	808	897	987
236	348	417	541	656	796	865	947	1060	1105
332	436	494	589	762	927	1008	1107	1164	1195
52	428	488	796	882	932	1031	1108	1205	1250
98	356	596	644	690	732	925	1003	1205	1253
0	208	276	295	456	606	663	897	991	1028
0	80	475	549	695	781	871	1031	1105	1123
0	115	484	622	995	1086	1161	1240	1311	1371
122	153	258	316	536	625	960	1045	1078	1253
153	200	285	669	1008	1125	1140	1304	1342	1350
129	187	600	663	946	1003	1123	1240	1311	1350
197	731	815	871	932	1180	1272	1302	1392	1459
