1932
0	26	166	238	336	349	400	440	459	484	569	718	789	835	843
0	42	111	190	236	255	398	485	570	577	669	726	827	843	904
0	166	328	394	495	557	564	588	599	672	715	895	1003	1014	1142
42	105	265	314	392	419	478	550	559	658	776	845	914	998	1038
0	91	211	311	328	400	445	459	559	667	704	740	805	971	1062
0	35	314	378	564	704	781	816	963	1012	1064	1214	1304	1325	1372
105	124	181	205	328	378	396	445	550	845	869	1012	1304	1372	1392
0	124	196	283	430	522	540	549	599	715	733	761	1100	1372	1471
0	6	92	132	236	373	396	577	672	763	835	1138	1198	1261	1312
26	115	145	206	353	400	410	459	733	904	1062	1070	1142	1197	1254
0	22	111	238	309	388	454	484	522	536	588	609	638	647	821
0	196	252	289	311	336	394	402	498	659	676	726	816	918	1003
0	252	459	676	740	789	1198	1231	1261	1287	1325	1399	1476	1575	1631
22	96	586	869	884	1231	1273	1471	1535	1627	1690	1742	1796	1871	1894
120	128	150	206	310	336	454	482	582	679	686	805	849	884	971
