2208
0	96	185	266	364	423	545	638	700	781	808	893	989	1089	1098	1200	1209	1224	1304	1306
0	64	210	343	426	503	561	698	723	801	869	933	1030	1073	1126	1173	1297	1324	1449	1491
0	183	258	346	406	458	550	680	763	869	938	1063	1178	1210	1263	1361	1395	1460	1561	1639
0	93	298	394	503	586	660	693	781	923	1030	1108	1116	1126	1217	1304	1376	1476	1540	1692
0	4	86	266	354	404	458	479	485	561	629	782	823	927	962	1030	1103	1129	1160	1204
0	94	394	487	519	643	673	729	756	908	917	1006	1065	1173	1233	1269	1298	1441	1540	1619
0	94	153	205	247	487	539	610	700	770	832	863	928	1011	1134	1160	1210	1297	1359	1373
0	18	114	516	520	612	735	754	848	933	1011	1054	1083	1217	1335	1482	1535	1587	1596	1645
0	93	352	414	520	582	589	669	678	802	842	927	957	1113	1220	1274	1400	1542	1686	1764
0	90	249	364	452	467	486	550	680	740	795	820	886	995	1087	1190	1290	1335	1417	1450
0	90	192	199	315	406	486	629	691	723	751	933	1098	1192	1233	1306	1356	1401	1476	1484
93	98	182	346	406	466	701	746	886	1026	1113	1178	1259	1399	1419	1450	1484	1517	1625	1675
0	93	183	258	398	510	586	660	801	898	917	1006	1078	1134	1197	1215	1232	1427	1479	1486
0	86	152	194	374	464	490	607	680	685	770	782	980	1063	1103	1200	1356	1441	1502	1511
136	199	411	694	704	737	754	795	846	915	1054	1087	1305	1666	1725	1747	1814	1822	1919	1929
96	194	254	582	678	795	829	1032	1514	1537	1621	1637	1764	1814	1819	1878	1913	1957	2014	2037
0	72	182	186	248	263	290	306	340	348	678	763	775	841	863	888	1063	1209	1494	1582
35	118	414	439	479	580	600	782	820	880	1257	1296	1393	1479	1547	1675	1766	1863	1882	1955
0	466	638	684	852	944	1030	1126	1138	1260	1292	1356	1395	1411	1587	1747	1796	1871	1878	1957
57	1036	1045	1086	1094	1227	1274	1367	1449	1537	1678	1685	1709	1820	1833	1955	2035	2069	2144	2179
