1356
0	15	43	68	143	167	215	246	284	295	316	355	384	400	463	503	541	586	625	664
0	39	85	120	134	204	239	274	297	346	362	406	433	503	549	580	607	638	674	708
0	34	89	132	164	204	238	259	319	334	361	385	426	466	507	554	607	631	669	714
34	68	108	194	215	283	347	374	387	426	495	625	732	806	827	854	890	927	957	1005
0	43	80	102	124	169	207	245	283	299	346	374	414	460	495	543	558	600	649	668
0	43	80	108	162	238	275	297	317	334	382	433	462	506	554	575	608	644	699	719
0	13	37	76	104	149	170	204	261	308	351	395	424	446	460	491	535	572	600	614
13	85	134	145	224	271	293	329	355	424	481	500	569	644	678	699	729	761	807	839
0	30	48	89	125	178	189	255	317	348	397	424	455	471	491	530	544	584	654	692
0	30	71	134	147	194	218	251	283	358	439	499	544	649	674	717	738	765	799	851
0	28	48	86	147	179	215	239	293	326	366	405	464	513	560	598	664	725	738	827
32	57	80	121	180	206	232	305	344	366	402	456	489	517	551	562	610	678	719	758
0	43	121	170	215	355	385	416	523	568	669	710	736	776	822	840	898	927	948	989
30	147	194	243	295	384	462	482	551	561	614	674	766	785	854	874	889	923	962	999
114	145	233	257	270	300	329	348	382	500	542	552	592	695	738	785	797	824	864	883
0	39	80	125	271	317	365	402	432	463	489	561	605	737	772	819	840	850	907	945
44	76	132	194	232	246	340	427	507	534	684	729	777	825	861	891	936	989	1006	1023
21	46	145	414	542	556	598	646	660	714	776	799	840	859	882	922	937	957	1003	1063
15	32	60	104	169	215	254	284	308	461	605	736	819	861	890	923	956	991	1025	1041
82	517	780	807	864	910	927	940	983	1028	1060	1073	1121	1131	1145	1187	1225	1268	1290	1333
