1778
0	92	126	200	265	381	456	529	585	598	715	750	836	910	1003
0	84	137	316	357	410	522	612	619	740	761	784	794	833	895
0	73	207	233	295	383	404	469	553	606	687	874	1030	1091	1119
0	12	78	111	128	218	316	410	422	464	538	561	589	641	740
0	172	184	280	308	381	424	469	539	621	780	809	895	986	1077
12	84	172	305	363	456	522	606	620	687	704	789	824	927	1015
65	111	234	255	353	425	488	587	761	818	863	1010	1091	1099	1149
0	54	78	135	179	349	594	817	862	910	1003	1063	1133	1156	1222
54	66	135	161	200	230	312	407	474	538	581	854	927	986	1099
64	215	227	307	357	405	549	709	733	747	818	862	908	924	985
0	151	173	234	280	353	369	462	649	769	863	967	1117	1168	1208
0	92	200	280	425	472	562	733	784	917	1038	1117	1126	1181	1187
173	222	472	598	750	832	965	1038	1133	1168	1222	1229	1266	1338	1390
120	295	329	452	832	892	1064	1181	1305	1375	1418	1466	1524	1588	1682
137	316	383	495	562	589	679	700	951	1245	1329	1375	1411	1504	1588
