3241
0	94	174	250	332	415	454	534	642	664
0	136	227	284	415	478	568	632	707	768
9	110	210	297	331	534	569	673	753	871
0	124	264	310	381	436	563	637	754	915
23	171	305	430	470	663	714	786	871	965
151	258	411	485	548	660	767	852	900	930
239	317	383	556	730	914	958	1067	1158	1240
82	120	258	489	548	660	824	960	1020	1057
0	317	356	459	484	504	568	665	754	811
0	550	615	714	789	894	994	1057	1145	1319
0	119	181	608	747	846	865	1040	1093	1174
0	49	236	348	756	957	1145	1231	1248	1342
66	111	284	350	426	694	823	865	906	1226
94	727	751	845	1241	1416	1460	1533	1564	1593
78	159	418	454	571	771	869	990	1021	1083
0	729	851	996	1323	1456	1482	1581	1671	1763
0	112	338	418	470	527	622	750	880	965
0	952	1064	1421	1458	1511	1581	1631	1664	1791
82	1065	1161	1335	1441	1598	1636	1789	1865	1977
22	130	197	289	1202	1251	1423	1609	1662	1714
167	861	1206	1330	1456	1519	1594	1664	1690	1705
127	260	337	936	994	1134	1234	1373	1424	1459
484	526	618	808	1017	1102	1415	1497	1662	1689
5	94	454	1095	1112	1533	1655	1854	1919	1963
331	461	980	1109	1157	1519	1569	1589	1678	1715
184	526	647	727	876	1250	1666	1761	1873	1895
529	1318	1409	1441	1667	1757	1877	1928	1973	2045
1112	1551	1578	1811	1898	2027	2031	2120	2206	2280
244	1396	1442	1578	1696	1865	1978	2071	2135	2226
43	500	526	1003	1072	1569	1671	1906	2032	2115
198	551	1137	1248	1459	1779	1851	1919	2017	2059
1163	1806	1955	2080	2084	2115	2193	2196	2253	2320
410	565	1442	1524	1593	1831	2059	2191	2279	2415
209	1456	1604	1898	2132	2228	2359	2444	2490	2502
455	629	988	1067	1457	1832	1929	1979	2105	2202
1176	1200	1897	2021	2228	2287	2476	2542	2596	2629
917	2056	2203	2294	2444	2542	2614	2656	2743	2809
1185	1608	1715	2095	2201	2280	2614	2656	2712	2805
1200	1240	1335	1505	1899	2164	2206	2208	2287	2506
1223	1319	2231	2248	2390	2639	2648	2655	2681	2762
1638	1951	2287	2648	2809	2891	2978	3008	3032	3090
632	1171	1273	1640	1895	1956	2037	2248	2415	2520
1335	1967	2327	2670	2747	2832	2930	2978	3037	3090
1701	2362	2392	2401	2490	2562	2747	2780	2857	2930
45	128	1725	1734	1784	1897	2312	2502	2629	2742
1359	1734	1763	2402	2466	2754	2831	2891	2907	2968
1508	2466	2831	2889	3037	3038	3061	3069	3130	3222
655	1157	1763	1851	2028	2488	2527	2834	2959	3130
140	950	2089	2483	2586	2608	2665	2743	2857	2931
266	1956	2084	2129	2202	2269	2359	2378	2450	2545
