1352
0	34	110	133	170	224	252	322	340	366	390	421	462	497	530	566	596	620	655	700
0	41	102	153	192	232	270	307	327	349	402	418	467	484	503	539	580	624	655	694
0	34	54	64	115	143	173	234	268	301	355	398	437	452	503	551	606	628	669	711
41	111	191	238	283	298	332	386	434	469	547	595	614	644	692	713	766	800	837	912
0	48	71	238	298	337	405	437	481	497	511	539	585	595	612	653	708	784	825	874
0	34	54	72	86	117	163	187	232	256	297	350	363	422	482	548	595	619	653	740
0	47	62	96	121	187	293	332	360	452	530	619	661	691	727	744	817	890	922	953
27	64	109	157	209	246	289	349	392	440	499	523	585	629	685	711	748	806	830	849
0	34	67	92	256	289	322	392	437	507	539	551	580	609	657	698	760	804	871	916
0	71	119	185	234	256	283	363	440	476	521	569	609	674	711	759	778	825	874	920
26	52	100	131	173	209	268	311	329	374	397	640	653	698	746	790	815	849	881	926
72	203	252	297	340	370	405	437	618	644	737	767	846	861	891	914	989	1022	1081	1103
59	148	246	276	329	368	421	493	523	560	636	658	690	718	767	778	804	914	936	970
14	69	110	143	300	325	569	612	640	694	713	749	844	891	945	979	1019	1051	1064	1123
0	89	309	366	472	517	560	596	640	655	713	748	861	969	985	1014	1054	1103	1141	1176
0	67	186	229	268	286	313	361	449	471	499	539	628	708	718	759	799	899	947	1019
276	289	327	379	471	511	556	589	691	728	772	819	843	985	1038	1081	1097	1111	1123	1162
79	229	301	350	383	423	469	596	629	790	892	947	995	1038	1079	1111	1140	1176	1214	1261
49	236	272	290	366	717	760	860	887	1068	1103	1134	1152	1176	1199	1228	1242	1261	1301	1339
0	109	289	332	363	530	578	638	676	713	752	813	851	877	926	954	1014	1056	1080	1150
