1711
0	69	185	266	328	451	454	515	645	752	818	971	1053	1056	1068
0	98	150	269	310	399	475	608	668	695	780	806	836	841	953
0	129	176	281	335	376	482	626	737	801	834	899	975	1065	1074
0	33	115	260	290	386	417	448	474	526	581	593	603	695	698
62	136	185	198	241	454	548	577	642	679	741	773	786	930	1019
0	83	176	182	197	308	412	448	547	593	623	679	780	822	881
83	182	260	281	308	386	474	488	503	519	593	665	722	821	874
0	69	284	402	405	420	527	699	737	938	977	995	1050	1055	1126
0	197	210	284	331	581	650	773	830	859	899	993	1065	1152	1223
0	78	82	117	197	246	292	405	451	573	812	859	882	1126	1200
143	290	454	535	603	756	821	872	895	977	1012	1110	1117	1171	1263
0	78	136	246	331	612	676	752	801	882	963	1053	1062	1086	1110
0	83	288	374	429	512	665	676	872	995	1019	1076	1140	1211	1391
33	43	210	335	512	573	747	822	912	1062	1156	1164	1200	1296	1365
149	222	243	303	374	417	524	855	1042	1164	1296	1391	1478	1568	1636
