1356
0	58	156	228	333	395	438	523	674	721
0	60	143	228	272	363	442	455	567	634
0	50	160	402	442	634	714	779	908	950
50	191	234	333	455	523	614	625	753	776
8	137	195	240	357	427	526	614	684	753
0	68	117	247	335	427	496	669	740	848
19	171	275	496	586	684	692	818	893	930
133	234	344	443	476	567	764	906	917	1023
0	117	212	319	396	474	695	758	791	826
0	251	337	438	586	771	857	930	954	1007
92	246	409	621	758	826	893	950	985	1051
0	186	262	443	490	640	836	915	933	1055
133	212	387	501	925	965	1064	1136	1216	1305
35	45	137	160	235	324	538	700	723	985
0	24	286	340	395	592	767	844	933	1007
