2360
0	140	207	323	367	444	452	498	582	728
0	48	129	304	362	459	541	649	726	834
0	48	191	255	449	560	590	639	812	923
0	89	233	307	367	384	459	498	678	772
0	161	319	589	679	811	1005	1040	1055	1120
129	232	325	556	679	819	901	1025	1038	1187
11	37	198	302	325	437	493	713	762	923
0	31	138	331	412	504	598	726	773	827
0	62	116	242	736	842	930	1032	1075	1167
64	158	214	220	496	749	896	984	1088	1120
0	261	361	493	587	649	837	886	1005	1074
164	393	562	655	814	950	1072	1165	1295	1383
107	179	220	296	384	444	493	582	681	857
37	119	231	411	670	947	1062	1257	1326	1400
726	809	953	1017	1162	1282	1434	1577	1641	1659
157	233	362	773	834	1014	1072	1146	1168	1292
855	1055	1164	1250	1315	1390	1482	1577	1606	1705
8	64	158	433	552	570	885	1127	1219	1326
43	295	518	971	1105	1122	1188	1370	1437	1459
338	486	673	930	1069	1249	1503	1577	1669	1738
91	438	600	712	842	981	1360	1446	1577	1705
1059	1146	1375	1400	1459	1524	1588	1669	1746	1811
123	644	731	1044	1216	1301	1392	1446	1490	1530
99	444	452	768	892	1068	1301	1447	1613	1690
0	461	552	1544	1624	1690	1745	1898	1954	2042
948	1106	1164	1218	1331	1373	1382	1427	1490	1624
559	602	850	984	1720	1811	1898	1994	2092	2191
59	886	1207	1292	1373	1806	1845	1955	2014	2070
662	1339	1383	1455	1845	1937	2006	2092	2099	2187
425	1028	1254	1890	1934	1955	2066	2134	2167	2261
