6735
0	57	92	166	198	294	334	473	549	661	700	821	915	1016	1086	1183	1256	1340	1372	1398
0	77	232	294	355	417	515	564	660	835	864	871	970	1060	1140	1233	1295	1339	1419	1446
0	95	204	282	388	417	549	613	754	783	808	912	1047	1170	1230	1273	1413	1564	1650	1744
0	67	120	150	328	350	511	620	735	888	931	1052	1136	1204	1260	1405	1504	1590	1709	1817
0	111	242	326	442	517	660	689	783	821	868	991	1104	1203	1312	1436	1477	1643	1738	1813
0	82	196	327	433	596	618	684	834	970	1055	1102	1153	1196	1256	1281	1395	1434	1495	1597
0	209	444	540	588	733	783	898	947	1003	1107	1225	1374	1465	1487	1581	1692	1786	1880	1901
0	64	120	141	168	228	314	345	404	529	588	702	713	848	878	1012	1136	1339	1437	1576
57	183	343	460	566	602	712	765	842	865	902	1061	1134	1187	1199	1246	1274	1335	1384	1448
0	38	416	488	704	807	869	990	996	1053	1124	1190	1284	1362	1489	1591	1603	1650	1733	1834
25	105	230	274	427	515	754	850	1083	1139	1162	1287	1423	1545	1607	1737	1852	1921	1958	1996
0	176	235	317	434	523	578	636	833	920	1121	1264	1273	1504	1634	1735	1768	1880	1946	1986
67	219	270	320	345	464	550	615	897	996	1204	1242	1327	1373	1603	1757	1835	1885	1902	1970
122	227	486	658	700	752	764	775	971	1139	1208	1282	1436	1514	1650	1758	1796	1903	1968	2053
0	75	147	229	317	511	601	716	847	937	1017	1066	1164	1272	1320	1387	1455	1547	1694	1802
0	91	280	395	542	1053	1155	1273	1326	1356	1566	1685	1850	1975	2042	2087	2132	2238	2294	2343
90	235	334	574	1115	1164	1199	1208	1294	1327	1553	1603	1677	1772	1936	1993	2055	2171	2192	2281
56	182	285	326	400	465	562	624	842	983	989	1090	1175	1375	1439	1732	1814	1902	2032	2045
164	237	264	512	544	794	829	875	999	1296	1513	1711	1767	1872	1976	2070	2221	2262	2434	2534
68	146	169	402	466	649	709	718	785	913	1211	1301	1484	1489	1548	1676	1738	1865	1917	2083
0	117	184	235	351	407	532	713	872	900	1122	1363	1437	1504	1663	1777	1856	1954	1991	2145
0	112	228	400	510	756	815	992	1214	1343	1398	1434	1804	1941	2045	2144	2240	2259	2314	2384
70	498	552	900	971	1789	1889	1923	2045	2118	2192	2211	2270	2330	2488	2600	2657	2707	2809	2908
330	441	563	611	679	1175	1335	1629	1751	1834	2019	2132	2197	2247	2263	2326	2404	2558	2577	2610
172	260	564	679	735	930	994	1255	1332	1584	1655	1829	1901	1988	2100	2156	2310	2414	2516	2589
0	135	268	815	881	1334	1373	1816	1856	1947	2006	2147	2256	2304	2346	2407	2439	2446	2452	2536
63	338	578	941	995	1171	1406	1486	1596	1817	1917	1996	2061	2242	2253	2378	2440	2589	2590	2592
6	95	400	557	679	821	865	966	1058	1124	1618	1707	2028	2073	2143	2197	2272	2322	2397	2488
0	101	644	779	981	1067	2046	2107	2193	2460	2582	2616	2672	2789	2868	2942	3018	3184	3260	3319
419	428	488	690	716	805	921	1006	1182	1256	1349	1523	1759	2072	2196	2299	2423	2570	2666	2772
120	741	843	954	1035	1183	1224	1432	1552	1581	1711	1939	2110	2210	2281	2365	2463	2540	2625	2701
1	136	264	373	466	700	867	989	1097	1318	1491	1912	2035	2101	2104	2231	2263	2312	2346	2490
0	141	260	436	831	1219	1646	1738	2028	2168	2214	2304	2343	2446	2644	2659	2823	2929	3012	3145
263	397	1365	1506	2050	2176	2300	2429	2505	2620	2701	2821	2930	3046	3196	3240	3297	3402	3432	3444
25	190	264	288	489	971	1268	1274	1276	1355	1989	2116	2243	2358	2402	2452	2592	2688	2715	2796
488	627	1361	1668	1949	2085	2156	2601	2716	2784	2830	2989	3217	3345	3432	3496	3556	3586	3610	3703
879	1231	1378	1694	1748	1785	1877	2125	2258	2466	2590	2677	2757	2894	2977	3115	3125	3224	3290	3362
23	136	347	668	843	868	1140	1202	1835	2056	2124	2189	2344	2589	2681	2715	2882	2919	2943	3043
174	237	681	951	1049	1058	1369	1486	2124	2127	2216	2284	2316	2408	2659	2707	2748	2825	2841	3053
156	744	2127	2262	2452	2560	2600	2677	2773	2893	2987	3106	3255	3369	3390	3542	3630	3673	3683	3785
1077	1140	1162	1221	1392	2061	2162	2234	2353	2534	2632	2790	2869	3021	3067	3112	3140	3324	3402	3439
30	44	974	1575	1642	1688	1712	1840	1888	1917	2118	2250	2330	2544	2841	2933	3015	3052	3125	3260
52	239	341	624	862	2138	2299	2543	2610	2791	2918	2976	3140	3305	3405	3439	3506	3535	3546	3602
117	1510	1535	1677	2463	2651	2717	3023	3075	3085	3152	3193	3297	3363	3405	3607	3691	3740	3840	3969
994	1370	1524	1642	1741	1854	2111	2196	2293	2301	2410	2419	2715	2867	2914	2976	3044	3140	3249	3346
195	764	1591	1686	1780	1965	2006	2153	2193	2376	2489	2773	3066	3109	3173	3240	3327	3356	3447	3550
792	1311	1477	1617	1734	2531	2762	2789	2847	2921	3109	3140	3204	3363	3390	3434	3513	3532	3586	3768
