2302
0	98	155	250	283	384	434	489	525	617	704	784	905	914	1052
0	34	147	222	291	326	384	474	617	733	828	928	960	1016	1136
0	98	155	273	358	404	410	426	499	638	688	711	816	934	1000
0	215	321	370	404	509	688	723	798	870	912	950	995	1149	1241
0	90	173	199	283	337	415	525	611	714	721	828	960	1081	1252
80	234	332	405	479	548	654	735	782	955	999	1051	1149	1179	1273
155	258	337	489	504	543	636	798	865	870	1000	1064	1219	1221	1252
0	98	108	250	313	498	636	1024	1105	1175	1237	1242	1263	1290	1339
0	9	40	156	313	406	484	611	648	744	1105	1179	1228	1290	1342
7	74	147	234	326	385	479	588	865	934	954	1168	1242	1306	1314
0	162	252	501	565	585	657	1277	1418	1446	1459	1476	1531	1548	1590
74	398	445	532	721	744	823	872	951	1008	1068	1237	1295	1405	1485
192	504	566	657	784	872	911	981	999	1052	1339	1405	1429	1551	1600
0	34	199	362	497	526	721	813	870	1409	1600	1655	1760	1821	1826
85	156	358	454	661	912	1059	1062	1349	1407	1436	1476	1498	1508	1569
0	40	117	190	285	370	565	1064	1110	1161	1293	1294	1337	1344	1655
226	271	402	499	696	846	951	1059	1110	1152	1294	1326	1418	1429	1475
0	198	291	337	454	700	782	872	911	1016	1059	1136	1158	1181	1252
0	98	333	425	772	858	1019	1066	1401	1485	1569	1632	1727	1786	1812
205	431	889	1662	1671	1760	1790	1826	1860	1912	1999	2096	2130	2203	2271
