2425
0	92	164	288	376	377	476	533	549	555	561	580	676	703	779
0	92	236	288	401	495	635	644	729	776	839	870	896	968	1017
0	98	145	257	377	533	613	676	779	889	923	1043	1063	1196	1279
188	237	336	495	571	667	734	839	881	923	968	1000	1120	1204	1303
0	54	237	388	576	654	813	912	1017	1093	1219	1365	1410	1505	1506
252	437	654	818	876	939	986	1063	1113	1153	1279	1311	1345	1358	1481
0	106	339	461	675	718	783	883	981	1085	1316	1403	1499	1574	1621
0	121	571	672	783	883	957	1041	1145	1212	1263	1345	1443	1487	1542
0	83	321	401	646	727	904	1096	1198	1279	1397	1495	1621	1717	1800
35	118	160	227	368	488	516	607	628	685	881	1153	1428	1566	1587
435	607	623	642	727	912	986	993	1043	1152	1198	1506	1577	1685	1752
132	182	734	1028	1065	1087	1118	1577	1665	1711	1755	1890	1977	1982	2081
55	160	199	741	751	774	946	1010	1063	1080	1319	1349	1537	1719	1803
144	249	316	428	554	578	750	820	948	958	1010	1263	1349	1368	1587
228	316	376	680	820	871	957	1368	1486	1602	1794	1980	1981	2081	2147
508	623	729	1000	1016	1026	1030	1078	1168	1206	1287	1400	1442	1592	1629
34	262	477	871	939	1043	1078	1451	1531	1574	1591	1803	1880	2025	2169
4	127	514	995	1065	1128	1187	1229	1665	1880	1930	1951	2007	2100	2174
539	644	672	821	846	947	1087	1141	1697	1790	1930	1952	2025	2100	2169
18	118	302	572	1141	1144	1162	1393	1655	1977	2025	2147	2166	2252	2335
