1534
0	51	122	203	221	330	365	432	455	479	610	655	764	913	957
0	40	134	211	328	354	460	573	627	659	735	778	831	877	957
0	44	211	270	423	530	651	745	793	842	882	941	1085	1132	1228
0	40	49	131	168	218	303	406	481	551	561	644	712	775	1004
0	128	210	238	300	336	390	479	655	735	777	831	837	962	1132
0	78	131	148	221	342	365	396	460	546	745	750	818	877	890
51	134	187	194	259	328	390	432	709	777	872	962	1004	1085	1170
0	216	287	474	484	504	603	644	860	973	1045	1088	1170	1197	1221
0	82	118	210	269	351	484	576	611	663	698	713	753	759	842
0	84	194	287	378	406	505	605	675	819	913	1004	1088	1127	1193
0	49	107	121	186	334	348	406	427	522	603	675	736	791	852
0	293	365	443	455	527	573	600	651	714	841	1050	1211	1260	1286
73	124	427	498	600	712	778	869	1004	1095	1116	1163	1191	1252	1322
93	118	203	297	365	472	920	1008	1032	1141	1208	1299	1383	1415	1445
238	330	423	546	586	663	942	1008	1084	1106	1193	1286	1383	1401	1470
