2387
0	15	153	296	391	545	600	626	711	763	806	868	967	994	1098
0	83	210	305	352	391	411	482	503	563	661	746	814	848	899
45	142	232	411	462	502	617	731	808	871	944	1040	1124	1179	1258
0	317	343	456	600	694	792	879	967	1010	1136	1197	1283	1371	1434
61	140	182	223	338	362	459	511	543	626	808	837	885	1070	1113
0	139	210	224	450	600	694	711	742	959	1113	1222	1362	1419	1514
54	334	370	462	524	667	698	763	796	840	951	983	1083	1197	1339
72	431	502	678	763	792	845	884	977	1025	1130	1204	1371	1393	1476
124	170	271	305	359	605	750	838	915	1025	1098	1119	1393	1500	1542
0	490	532	782	845	924	926	1158	1246	1346	1499	1504	1600	1643	1739
0	94	255	329	518	609	694	727	837	879	983	1390	1479	1561	1659
8	273	681	727	838	928	965	1124	1313	1369	1411	1480	1561	1600	1743
224	675	924	1025	1066	1163	1299	1468	1545	1695	1735	1891	1982	2068	2142
0	88	694	778	848	969	974	1369	1472	1623	1805	1891	1934	1954	1989
294	778	823	974	1055	1207	1288	1410	1482	1686	1739	1802	1891	1906	1970
882	928	1043	1202	1379	1450	1538	1607	1855	1982	2034	2068	2142	2221	2231
38	306	554	912	1016	1110	1134	1195	1283	1362	1390	1589	1780	1808	1822
126	319	356	654	965	1134	1250	1269	1475	1545	1643	1808	1891	1973	2048
264	411	1073	1106	1202	1212	1261	1373	1451	1524	1649	1743	1835	2034	2039
164	804	904	1055	1146	1167	1391	1875	1906	1954	2039	2169	2264	2287	2365
