1214
0	47	73	100	149	176	222	269	303	337	405	448	480	493	533	573	606	651	674	753
0	40	60	97	129	163	211	277	315	337	385	415	428	443	470	513	544	560	592	643
0	78	89	139	199	240	289	326	363	405	428	480	547	641	668	683	725	784	823	833
0	30	60	110	136	172	196	237	262	330	388	450	502	562	593	627	668	717	738	773
0	40	89	114	156	184	226	262	277	326	360	426	463	535	573	597	661	706	771	803
0	30	78	147	160	192	223	243	263	311	354	443	454	538	557	592	609	632	666	706
0	28	39	56	124	160	199	235	247	268	312	347	388	440	454	525	597	624	671	718
0	48	100	155	182	248	292	315	330	383	411	499	538	559	574	627	674	717	749	815
114	184	224	260	312	346	357	373	422	480	525	562	572	651	716	733	762	815	851	876
26	66	158	195	207	237	277	307	411	435	557	580	626	703	761	799	818	849	874	890
27	40	89	111	196	206	246	297	370	404	417	501	517	592	612	682	719	740	771	805
0	32	66	176	190	284	373	403	469	510	572	609	634	666	709	779	830	842	893	903
86	114	147	182	226	332	407	442	456	504	544	660	699	721	751	798	822	869	907	953
0	64	136	180	195	240	360	416	434	480	510	553	580	612	719	730	768	799	848	890
0	32	129	172	201	227	251	292	314	355	385	411	570	615	666	753	789	809	912	923
195	349	454	615	634	668	721	778	828	851	880	908	936	960	981	1018	1056	1087	1116	1158
0	54	73	114	150	256	305	345	363	396	426	497	688	733	794	869	908	953	984	1017
67	209	220	248	323	358	390	517	766	923	944	992	1009	1039	1066	1101	1121	1139	1153	1173
0	35	68	111	190	205	303	316	366	411	456	466	566	596	624	671	706	738	767	851
0	33	150	192	268	297	324	346	383	415	538	560	609	643	674	717	749	773	822	903
