3604
0	79	136	254	266	331	365	432	475	547
0	116	200	288	331	383	412	547	628	640
69	268	348	383	421	475	513	526	628	669
11	123	159	384	457	483	513	669	771	827
242	292	420	563	662	724	805	940	1062	1226
331	349	414	512	634	766	792	886	1042	1103
57	94	344	477	569	640	676	734	805	886
0	380	616	709	847	947	1064	1149	1248	1282
443	579	768	908	976	1070	1155	1282	1381	1423
0	58	149	193	456	495	870	981	1014	1190
65	297	495	553	604	693	947	1188	1287	1405
118	668	722	850	906	979	1127	1226	1287	1433
18	550	631	870	1002	1009	1298	1330	1464	1527
722	752	781	945	1064	1272	1366	1493	1537	1667
622	724	821	1009	1127	1330	1332	1401	1493	1610
0	189	685	743	833	850	1010	1064	1155	1234
1	255	720	1098	1179	1366	1504	1538	1580	1714
170	734	755	929	1005	1376	1538	1558	1616	1681
816	931	1174	1279	1392	1425	1527	1610	1737	1825
21	207	751	959	1098	1257	1647	1825	1920	1983
331	1047	1063	1192	1293	1663	1791	1887	1973	2114
104	335	464	1063	1202	1307	1700	1768	1808	1840
435	469	1129	1183	1315	1373	1524	1545	1629	1768
393	1152	1372	1502	1577	1658	1844	2068	2119	2220
517	1244	1471	1558	1658	1795	1954	2110	2172	2239
1329	1372	1441	1543	1641	1829	1864	1920	1963	2038
594	1367	1447	1577	1729	1910	2006	2124	2143	2297
771	880	1421	1509	1641	1843	1967	2085	2166	2244
850	1220	1665	1717	1816	2087	2263	2346	2384	2466
324	1477	1729	1767	1847	1932	2082	2342	2370	2498
1571	1670	1846	1897	1932	2143	2187	2370	2504	2601
437	1094	1656	1845	2018	2501	2557	2695	2787	2843
1098	1273	1705	1806	1904	1963	1986	2038	2169	2305
495	1009	1373	1728	1825	2234	2511	2595	2695	2856
1252	1297	1668	1853	1963	2036	2192	2294	2346	2403
542	1873	1954	2036	2177	2595	2638	2782	2880	2963
1931	2103	2179	2292	2391	2461	2658	2723	2831	2942
1298	1936	2154	2246	2335	2356	2462	2572	2726	2838
1208	1846	1943	2097	2243	2382	2461	2637	2888	3034
1751	2163	2192	2312	2341	2554	2666	2803	2880	2975
936	2019	2086	2314	2433	2748	2897	3052	3125	3200
2086	2195	2258	2291	2450	2904	2991	3050	3156	3247
1282	2192	2258	2380	2460	2477	2591	2967	3050	3174
1842	1897	2271	2356	2476	2758	2943	3064	3142	3210
942	1356	1394	2120	2128	2233	2305	2975	3057	3179
1924	2128	2200	2402	2420	2539	2700	2943	3136	3279
945	1375	2151	2454	2462	3033	3247	3336	3350	3405
2293	2420	2507	2633	2691	3133	3273	3299	3431	3518
1312	2375	2507	2557	2691	2903	2993	3123	3306	3356
1442	1750	2380	2529	2534	3116	3299	3376	3405	3474
