1839
0	70	96	160	215	229	262	335	370	425	549	671	726	788	839
0	30	96	176	247	357	490	553	615	635	659	754	877	957	1061
70	156	238	319	463	487	581	689	788	838	917	1017	1141	1215	1230
0	76	175	275	330	377	465	549	620	732	759	931	1029	1032	1089
0	38	345	425	604	654	730	799	1029	1083	1156	1290	1328	1386	1419
0	89	176	235	286	380	465	553	604	650	706	708	730	731	759
0	115	482	553	654	658	731	834	948	1028	1110	1121	1140	1241	1328
19	77	175	256	259	292	335	354	449	604	710	786	883	892	1055
38	553	618	823	937	1062	1215	1309	1328	1367	1414	1499	1598	1621	1710
30	215	281	438	467	557	597	708	754	839	937	1158	1170	1241	1310
112	198	238	658	732	799	922	1028	1083	1191	1258	1366	1386	1449	1598
76	618	677	813	998	1044	1089	1179	1246	1329	1414	1499	1586	1654	1742
115	217	281	354	420	452	677	772	865	968	1079	1246	1306	1417	1473
179	182	235	487	580	687	813	883	959	1121	1203	1218	1276	1329	1419
0	66	238	301	685	799	1044	1060	1101	1194	1278	1346	1410	1424	1522
0	66	89	96	182	292	346	348	580	679	786	865	948	1017	1060
177	238	264	332	417	505	520	1203	1335	1473	1553	1592	1695	1701	1774
0	127	133	310	467	502	632	989	1061	1095	1121	1383	1553	1621	1652
259	301	380	502	527	723	813	1170	1230	1311	1399	1410	1481	1612	1661
378	430	433	566	829	917	959	1011	1121	1255	1399	1461	1504	1592	1654
