1921
0	75	133	175	274	327	336	393	456	579
0	133	199	272	390	456	458	622	695	714
0	114	209	272	327	358	393	453	528	598
16	190	324	411	423	543	695	769	927	1024
100	155	293	358	366	396	453	548	557	603
6	100	204	293	376	454	769	832	856	927
100	321	396	463	517	631	832	888	979	1084
366	519	618	679	747	761	765	888	936	972
139	414	618	747	810	864	987	1073	1195	1288
0	75	213	431	552	936	997	1171	1206	1230
268	338	425	524	669	997	1136	1165	1218	1255
484	552	720	808	896	1037	1084	1263	1370	1467
562	603	763	808	865	1170	1184	1218	1289	1368
645	808	893	905	993	1184	1230	1327	1444	1540
734	896	993	1093	1244	1285	1481	1591	1645	1703
413	463	864	949	1042	1096	1249	1293	1325	1535
0	565	949	996	1093	1165	1190	1573	1593	1645
181	982	1118	1178	1244	1406	1467	1593	1689	1768
478	582	679	865	1027	1070	1642	1735	1835	1845
1070	1178	1265	1299	1361	1417	1483	1735	1791	1835
