2265
0	33	48	129	217	293	457	585	659	685	692	711	761	844	934	989	1111	1206	1263	1321
0	69	79	137	147	261	266	303	364	463	557	603	658	757	785	880	1015	1019	1103	1162
0	129	199	255	337	372	466	500	620	711	860	872	903	1026	1098	1111	1142	1181	1227	1231
0	66	151	232	300	396	479	575	628	666	683	706	757	823	872	928	1041	1120	1145	1170
0	7	88	150	225	332	449	500	510	588	692	713	811	885	901	989	1012	1111	1172	1286
0	199	291	384	409	481	587	711	770	860	923	1120	1162	1168	1218	1239	1304	1329	1381	1464
0	66	192	214	294	401	573	713	822	974	1012	1181	1208	1321	1392	1453	1488	1505	1578	1644
50	61	141	244	346	376	469	548	572	650	770	832	881	887	933	1026	1158	1257	1287	1351
0	270	328	409	602	692	771	774	928	1068	1104	1268	1315	1379	1422	1488	1539	1620	1621	1693
0	66	202	293	332	456	692	832	897	1168	1190	1192	1305	1402	1413	1621	1718	1796	1865	1882
0	88	162	229	255	289	344	358	445	557	735	769	780	844	934	1190	1237	1264	1332	1393
0	33	66	78	105	396	510	712	771	844	863	891	945	1091	1250	1380	1479	1564	1650	1663
0	64	141	434	466	541	649	755	859	984	1237	1271	1329	1453	1487	1718	1782	1880	1952	1999
61	94	192	337	376	449	541	542	922	1006	1068	1112	1162	1232	1304	1393	1438	1482	1503	1582
64	151	214	223	545	633	964	1180	1293	1396	1426	1470	1782	1866	1907	1981	2033	2058	2145	2188
9	69	200	266	289	372	515	575	633	706	844	847	1019	1208	1228	1263	1271	1350	1428	1477
229	304	396	531	579	586	685	728	880	891	925	973	1075	1108	1260	1479	1578	1697	1708	1788
0	137	222	224	261	292	349	433	444	628	847	857	887	984	1123	1256	1334	1407	1465	1555
38	304	401	717	725	791	863	1108	1158	1200	1232	1286	1380	1411	1463	1539	1559	1588	1644	1680
97	245	279	328	439	446	725	811	903	925	1268	1315	1316	1350	1379	1520	1601	1653	1697	1792
