2462
0	79	163	192	287	404	566	603	701	746
0	66	222	277	375	503	591	611	737	771
0	69	137	219	305	502	522	611	754	881
0	100	163	277	365	431	460	492	573	660
241	293	388	436	491	591	638	758	908	957
0	293	362	522	701	771	828	862	951	1013
95	197	367	468	473	598	603	683	688	828
0	115	221	241	286	436	608	776	872	943
241	381	431	473	589	670	844	946	1045	1138
0	81	190	266	414	660	772	862	946	1039
0	326	448	492	731	929	1041	1124	1166	1247
43	137	412	702	768	811	957	1085	1178	1267
81	135	152	299	442	855	996	1046	1237	1338
537	888	914	1002	1059	1334	1388	1454	1536	1628
163	551	1014	1125	1132	1247	1328	1342	1425	1485
57	140	320	594	867	1011	1052	1166	1267	1354
121	392	476	1013	1138	1254	1310	1365	1424	1434
148	636	848	1026	1059	1424	1481	1591	1613	1757
688	914	997	1110	1178	1267	1278	1338	1388	1439
173	843	997	1461	1485	1628	1720	1744	1817	1869
442	634	1132	1177	1192	1256	1320	1341	1445	1466
175	289	335	989	1170	1371	1465	1720	1793	1857
170	220	539	671	768	1231	1354	1373	1499	1553
9	187	291	388	454	522	1304	1389	1469	1728
0	32	208	1248	1402	1554	1582	1660	1782	1792
504	552	1334	1582	1589	1660	1768	1857	1940	1965
13	1354	1589	1695	1738	1836	1933	2006	2071	2167
0	335	355	398	563	1372	1389	1547	1637	1679
1464	1679	1721	1793	1954	2031	2089	2167	2256	2326
37	124	233	1514	1933	2071	2194	2243	2300	2368
