3340
0	141	168	262	444	507	548	666	683	840
0	66	97	135	217	267	350	523	601	625
74	91	195	386	575	667	680	753	762	937
0	109	204	374	502	546	638	654	718	895
0	43	91	156	296	378	448	462	548	731
0	60	135	285	391	464	527	654	756	947
18	87	288	457	507	645	804	871	894	947
186	328	351	381	518	761	808	848	970	1013
0	71	105	204	234	302	446	531	818	1002
271	546	797	817	899	999	1111	1205	1240	1271
10	361	646	656	717	817	980	1088	1130	1176
70	126	656	704	857	1056	1154	1286	1383	1515
36	240	449	549	665	769	894	962	1000	1212
603	891	929	1013	1119	1195	1286	1410	1471	1592
0	135	217	618	647	812	935	995	1065	1221
102	139	672	943	1024	1149	1211	1379	1485	1542
642	683	781	1063	1279	1393	1467	1497	1690	1708
0	76	195	364	604	711	804	1057	1127	1195
645	929	1125	1226	1362	1469	1514	1528	1554	1652
101	349	434	498	600	843	1079	1159	1199	1259
406	722	1108	1183	1514	1641	1729	1784	1806	1857
167	442	1592	1784	1899	1967	2064	2201	2245	2250
727	1020	1271	1331	1428	1652	1767	1859	1928	2064
237	924	949	1317	1592	1694	1785	1882	1970	2110
744	1147	1325	1377	1573	1641	1869	1971	2186	2284
750	933	1033	1139	1324	1693	1765	1962	2002	2111
0	272	334	373	476	765	937	1396	1481	1584
26	819	1175	1298	1462	1740	1872	1947	2027	2125
287	856	961	1410	1512	1657	2039	2138	2284	2345
0	1106	1127	1376	1719	1799	1892	2138	2245	2307
51	451	489	1127	1172	1351	1799	1873	1967	2125
989	1233	1319	1430	1668	1836	1902	2127	2222	2338
38	168	280	449	1102	1228	1385	1425	1558	1584
1254	1814	1878	1983	2048	2099	2193	2275	2371	2428
489	1834	2099	2277	2339	2449	2502	2550	2650	2768
1136	1821	2339	2428	2487	2576	2648	2717	2753	2785
123	1396	1670	1843	1895	2030	2158	2195	2275	2332
479	690	717	1673	1739	1856	2116	2168	2424	2526
177	234	1580	1808	2002	2018	2147	2406	2449	2487
62	539	1114	1319	1402	1595	1731	1848	2237	2323
1612	1669	1977	2207	2307	2323	2387	2494	2570	2597
216	296	1329	1669	1708	1794	2136	2195	2440	2503
1460	1722	1798	2510	2587	2627	2726	2821	2914	3033
1842	2502	2597	2657	2687	2768	2852	2965	2984	3097
267	1141	2018	2174	2511	2683	2694	2794	2941	3040
1375	1410	1471	2118	2694	2786	3013	3109	3164	3205
2310	2545	2781	2810	2880	3118	3137	3186	3248	3267
2422	2433	2597	2694	2821	2839	2914	2955	2995	3057
823	1811	2433	2497	2587	2607	2650	2722	2735	2739
71	2050	2061	2694	2810	2901	2965	3033	3075	3123
