2196
0	165	269	314	382	422	563	663	679	713	818	871	981	1089	1156	1199	1357	1419	1456	1474
0	54	139	250	337	392	472	535	581	711	746	816	930	951	1026	1066	1155	1261	1294	1296
0	74	104	203	217	258	382	518	552	593	613	727	841	986	1065	1086	1156	1249	1316	1390
0	13	67	199	240	264	299	479	572	604	644	646	730	807	884	981	1076	1121	1202	1287
0	129	199	232	290	364	466	617	746	793	813	884	1065	1241	1245	1268	1357	1499	1523	1652
0	203	276	389	415	513	550	617	704	737	757	877	893	931	939	989	1160	1307	1353	1440
0	46	86	88	247	327	364	422	472	556	591	670	759	851	919	1042	1324	1400	1474	1485
0	240	337	379	452	506	576	793	840	867	926	953	991	1073	1086	1119	1245	1320	1419	1507
0	164	246	290	317	441	453	457	461	575	628	711	799	837	917	937	1122	1218	1256	1320
13	79	165	211	572	593	612	704	762	847	931	953	972	1249	1369	1526	1612	1672	1716	1744
0	10	226	574	635	938	1439	1458	1485	1507	1593	1615	1689	1764	1774	1852	1855	1952	2040	2050
0	82	167	170	453	550	590	673	730	893	954	1034	1164	1289	1294	1369	1420	1436	1456	1612
26	43	337	343	392	581	754	840	954	1034	1458	1552	1559	1586	1615	1730	1805	1860	1863	1875
0	46	67	68	167	250	317	415	457	711	871	919	1121	1246	1400	1449	1589	1627	1655	1689
0	50	99	276	379	440	520	590	635	759	872	930	969	1021	1089	1160	1246	1322	1375	1376
0	53	104	129	252	385	790	827	1034	1075	1155	1182	1206	1264	1318	1390	1420	1440	1593	1624
94	170	247	369	679	762	867	1075	1080	1186	1261	1322	1411	1525	1586	1618	1716	1756	1832	1906
133	173	697	827	939	1552	1664	1706	1730	1805	1806	1828	1860	1881	1884	1953	2030	2083	2147	2181
60	118	343	411	520	556	781	872	1218	1273	1449	1502	1618	1619	1712	1726	1809	1810	1906	1960
166	246	327	336	385	452	471	646	711	813	877	881	949	1028	1080	1164	1256	1322	1569	1652
