914
0	33	54	82	93	104	139	182	199	217	228	265	278	328	341
0	54	106	121	173	205	222	261	304	326	338	359	396	411	423
0	30	68	108	143	173	206	247	290	328	376	418	441	481	517
0	85	106	143	170	222	284	300	323	368	395	423	481	544	569
0	66	86	124	187	219	249	339	368	411	521	544	592	630	670
0	33	66	117	157	193	300	326	357	402	451	544	565	590	635
0	30	91	157	175	219	273	292	327	357	438	461	565	590	616
35	53	86	152	182	235	247	288	341	380	401	489	521	566	596
51	68	84	104	166	203	239	261	338	402	461	582	611	641	656
0	27	81	199	222	260	293	391	411	429	611	647	664	699	730
25	62	147	192	213	247	273	368	382	402	424	458	480	517	558
0	34	84	174	349	411	484	501	533	553	610	641	658	730	763
14	26	65	108	247	314	345	401	422	647	658	689	722	753	765
103	139	154	258	382	402	447	467	695	725	783	812	830	864	896
125	239	276	304	341	359	385	422	501	528	616	725	749	787	799
0	152	180	267	299	528	569	598	656	698	718	750	793	807	823
35	93	106	278	346	368	392	596	667	701	732	751	799	828	841
40	180	383	480	528	558	635	664	698	720	753	783	795	841	854
34	60	238	273	448	493	528	555	584	701	714	753	828	845	889
50	86	213	290	307	356	395	418	486	533	549	591	714	758	793
