2333
0	135	207	257	341	352	421	472	599	733	801	816	860	868	920	997	1053	1122	1183	1269
84	183	319	388	467	549	562	637	653	665	728	798	920	1017	1071	1075	1137	1236	1310	1373
0	106	159	228	240	350	379	381	467	552	573	631	728	783	892	946	966	1033	1123	1140
0	52	102	175	209	275	396	482	529	550	636	643	734	742	816	956	1014	1108	1170	1238
0	61	135	224	272	322	397	433	448	552	563	624	633	645	671	705	740	802	949	1063
0	29	93	183	274	377	468	538	676	783	832	1014	1108	1183	1263	1373	1395	1494	1560	1681
0	144	240	251	333	334	412	503	563	705	832	937	1024	1053	1071	1163	1190	1238	1278	1323
145	164	256	397	401	482	540	612	642	644	701	739	845	860	907	1092	1178	1214	1236	1253
0	97	228	401	612	671	832	939	966	1063	1206	1278	1368	1483	1578	1619	1635	1768	1792	1870
0	164	254	293	487	543	562	624	918	1004	1114	1325	1433	1560	1608	1621	1650	1747	1814	1898
0	7	254	352	464	781	968	1062	1123	1170	1260	1313	1442	1578	1681	1760	1792	1835	1932	1985
86	106	156	228	318	468	561	604	645	739	801	843	1190	1199	1263	1282	1367	1376	1436	1441
61	139	270	320	378	472	636	759	833	877	949	1063	1098	1323	1436	1483	1523	1604	1689	1767
7	163	239	320	360	536	683	751	868	937	1199	1216	1414	1523	1640	1666	1696	1795	1868	1912
310	326	388	391	421	849	889	951	1062	1137	1206	1292	1515	1608	1623	1678	1724	1868	1932	1941
43	48	121	175	334	360	471	604	671	908	951	1072	1140	1495	1547	1635	1673	1768	1833	1919
0	3	212	506	599	681	698	699	801	833	869	899	1024	1161	1269	1367	1370	1441	1516	1604
0	52	128	207	419	471	494	529	690	1206	1219	1316	1395	1479	1495	1523	1551	1605	1681	1767
65	139	207	291	748	774	833	862	886	946	1044	1098	1195	1214	1313	1375	1436	1494	1547	1558
326	341	464	770	833	920	1084	1227	1368	1760	1777	1801	1941	1983	2070	2161	2219	2271	2297	2330
