812
0	276	310	337	348	386	430	450	479	497	515	544	599	614	655	
0	196	227	255	323	349	461	508	554	573	585	622	668	689	701	
0	30	68	108	206	250	281	315	386	470	510	536	568	632	668	
0	178	221	246	332	380	414	430	444	557	569	585	718	758	783	
0	53	86	138	174	233	291	318	408	450	516	539	556	618	655	
110	178	236	277	318	355	388	448	507	548	584	643	664	690	734	
0	30	91	124	142	255	316	331	366	396	499	522	701	718	769	
35	53	89	166	197	269	311	346	396	422	465	527	568	584	614	
51	81	97	150	193	219	255	318	352	394	438	539	582	656	685	
0	27	68	124	172	221	284	318	331	378	410	467	479	507	538	
25	84	137	179	227	337	368	424	446	479	500	536	558	605	649	
0	34	62	108	138	283	347	364	410	430	469	535	664	701	734	
14	26	65	108	168	297	337	366	448	505	551	585	625	709	721	
55	77	106	136	201	263	285	296	315	345	441	470	510	573	605	
0	27	53	81	118	142	229	256	282	309	349	368	430	448	460	
0	27	64	118	150	163	240	251	285	388	408	569	592	617	633	
71	86	99	164	188	252	317	364	414	448	488	507	539	568	585	
40	77	110	138	158	188	221	250	284	306	411	441	608	643	656	
34	60	143	178	237	256	310	337	383	473	486	522	582	758	780	
35	76	196	229	273	357	396	443	470	499	515	559	578	618	670	
