5839
1	195	227	488	619	789	1309	1426	1496	1776	1955	2034	2154	2270	2605	2823	3018	3228	3680	4225	
599	912	1105	1172	1328	1448	1924	2056	2966	3281	3458	3779	4372	4429	4588	4704	5076	5257	5501	5517	
0	479	1069	1082	1085	1425	1494	1822	2498	2531	3122	3415	3503	3817	4261	4383	4438	4523	5050	5123	
26	158	332	734	864	1237	1454	1602	1845	2448	2536	2608	2671	3376	3657	3849	4411	4534	4630	4974	
108	164	436	509	571	663	892	1239	1876	1989	2080	3189	4023	4130	4204	4405	4479	4574	4916	5238	
680	766	967	1181	1305	1468	2003	2194	2362	2452	2661	2703	3122	3353	3727	3759	3828	3989	4115	4385	
94	161	246	456	609	778	939	963	1079	1173	1842	1891	1969	2269	3674	3782	3861	4092	4882	4979	
31	52	231	1754	1870	2052	2164	2255	2347	2474	2601	2647	2793	3467	3549	3702	4172	4485	4627	5033	
2	3169	3404	3546	3629	3707	3915	4051	4169	4204	4541	4608	4743	4824	4979	5117	5342	5371	5441	5501	
291	420	594	807	905	1169	1495	1616	1835	2021	2337	2432	2777	3082	3168	3291	4126	5299	5396	5517	
503	759	910	1016	1109	1149	1250	1534	1604	1993	2181	2463	2682	3282	3328	3513	3553	3998	4064	5065	
89	227	601	1697	1721	1884	2020	2460	2836	2898	2948	4048	4186	4351	4616	4665	4762	4885	5269	5309	
471	563	730	1024	1100	1358	1393	1469	1616	1943	2053	2220	2617	3328	3422	4396	4546	4694	4856	4891	
34	157	235	336	958	1402	1553	2106	2304	3656	3811	4495	4642	4730	5105	5117	5198	5308	5340	5374	
0	409	805	988	1032	1139	1374	1916	2059	3012	3534	3692	3756	3863	4063	4560	4658	4709	4730	5006	
449	520	614	762	858	971	2275	2317	2613	2669	3107	3147	3264	3364	3402	3554	3888	4522	4730	5315	
173	1479	2003	2250	2333	2363	2378	2516	2683	2802	2865	3079	3165	3198	3351	3481	3585	4469	4481	5275	
13	572	705	922	1374	2067	2170	2188	2244	2255	2561	2809	3241	3830	3927	4292	4393	4630	4803	5255	
105	584	631	930	1229	1478	1515	1553	1705	1916	2629	3134	4062	4143	4521	4622	4681	5105	5109	5152	
0	260	1429	2236	2305	2743	2964	3042	3203	3296	3437	3624	3779	4099	4288	4338	4530	4617	4715	4752	
79	221	241	330	736	835	963	1130	1502	1508	1898	2146	2394	2474	2761	3643	3920	3971	4563	4655	
0	393	991	1224	1289	1581	1924	2912	3030	3514	3733	3837	3945	4544	4860	5220	5229	5261	5276	5329	
139	202	266	344	468	715	1010	1125	1161	1542	2309	2385	2584	2713	2865	3753	3951	4070	4125	5242	
0	157	320	417	583	1217	1324	1462	1529	1635	1737	2881	3466	3687	3846	4038	4205	4443	4617	4802	
434	492	590	746	881	916	1496	1540	1748	2140	2855	2977	3348	3580	3664	3812	4087	4335	4531	4651	
763	1169	1269	1367	1742	1775	2121	2439	2492	2577	2648	2791	2819	3326	3388	4168	4523	4992	4997	5132	
0	95	808	880	1274	1356	1609	1832	1851	2087	2225	2743	2859	3428	3708	3882	4892	4972	5013	5051	
0	1337	1533	1628	1777	1901	2190	2340	2457	2695	2854	2953	4115	4249	4335	4966	5038	5189	5290	5378	
315	415	552	601	903	1503	1941	2320	2556	2720	2874	3348	3542	3779	3885	4111	4272	4337	4698	4764	
214	762	829	1851	1884	2054	2121	2636	2909	3320	3364	3425	3697	3883	3977	4038	4626	4882	4991	5041	
295	328	996	1215	1248	1367	1726	1762	1876	2712	2926	3086	3190	3256	3632	4299	4503	4735	5012	5107	
213	694	884	1161	1242	1323	1666	2006	2087	2368	2458	2661	2727	2784	2873	3175	3303	3706	3780	4709	
0	870	1048	1533	1980	2117	2332	2375	2797	3821	4216	4290	5324	5333	5371	5377	5476	5494	5541	5594	
180	271	425	644	957	1108	1662	2054	2357	2706	2756	2873	2968	3389	3647	3772	5123	5333	5382	5401	
150	325	823	902	1007	1260	1503	1633	1816	2231	2293	2828	3189	3267	4461	4588	5134	5185	5302	5396	
127	520	730	956	1030	1323	1411	1463	1609	1886	2302	2433	2613	2788	2884	3414	3519	4153	4354	5107	
216	296	395	680	772	1071	1289	1640	1748	1972	2099	2246	2333	2449	2501	2648	4125	4383	4850	5685	
1227	1745	2058	2227	2583	2709	2799	2884	3514	3614	3651	4779	4964	5313	5418	5458	5507	5632	5756	5816	
0	320	397	647	1179	1248	2324	2408	2460	2678	2969	3079	3196	3240	3311	3331	3967	4071	4132	4652	
762	860	870	908	1038	1449	1834	2198	2469	2821	3034	3548	3633	3822	3905	4317	4441	4902	4966	5141	
0	207	276	866	976	1189	1299	1333	1537	1620	1998	2303	2365	3091	3900	4078	4176	4427	4568	4953	
