4059
365	438	903	1002	1174	1239	1439	1621	1957	2856	
982	1045	1417	1761	1914	1943	2115	3076	3152	3714	
523	573	1257	1434	2151	3028	3419	3549	3832	4030	
75	758	1154	1405	1477	1584	1681	1683	1823	1957	
0	314	559	848	1963	2048	2531	2696	2760	3764	
433	703	827	1221	1873	2021	2345	2626	3357	3516	
0	62	103	622	862	984	1053	1061	1142	1242	
603	732	1796	1926	2754	2878	3241	3353	3357	3997	
358	1454	1701	1855	1941	2187	2354	3768	3913	3997	
2544	2564	2641	2712	2810	2881	3365	3533	3689	3804	
145	548	974	996	1297	1382	1472	1501	1592	1797	
217	435	656	1002	1162	1292	1371	1419	1499	1622	
4	95	357	576	693	741	778	840	927	1025	
787	875	1174	1349	1970	2062	3030	3068	3160	3844	
644	646	1435	1462	1666	1856	1877	2023	2593	2669	
2105	2151	2186	2211	2410	2718	3297	3646	3948	3973	
953	976	1552	2304	2380	3256	3298	3357	3469	3563	
741	824	1452	2470	2544	2691	3631	3714	3897	3948	
750	769	2256	2750	2754	2846	3465	3832	3936	4030	
23	90	494	653	1074	1170	1260	1297	1499	1703	
381	1446	1833	2071	2144	3202	3343	3540	3630	3748	
285	1099	2042	2071	2376	2480	2506	3189	3256	3641	
228	296	1541	2367	2404	2505	2830	2959	3508	3533	
0	702	1329	1453	1584	1695	1861	2185	2298	3171	
378	1293	1500	2325	2367	2814	2857	2911	2970	3320	
451	494	803	1249	1989	2103	2213	2362	2731	3691	
1997	2099	2313	2325	2380	2550	2673	3274	3521	3595	
795	861	915	1484	1650	1697	1777	2115	2451	3522	
482	719	935	2375	2433	2495	2925	2970	3130	3552	
15	23	327	1337	2170	2224	2455	2827	2940	3203	
183	1530	1851	1880	2054	2279	2373	2669	2786	3102	
0	287	419	1238	1257	1349	1501	1572	1695	1877	
79	786	883	962	1071	1162	1260	1321	1324	1399	
200	477	982	1539	1762	2000	2398	2506	2619	3371	
1170	1429	1603	2564	2654	2715	3055	3265	3284	3372	
518	1310	1430	1529	1848	1958	2045	2205	2347	2717	
671	1331	1697	1852	2101	2641	2699	3095	3359	3387	
371	1265	1465	1624	1792	1921	1990	2087	3061	3656	
1057	1663	1798	2228	2256	2477	2884	3059	3102	3301	
0	293	394	650	1109	1174	1227	1371	1491	1596	
75	193	538	1903	1986	2265	2348	2463	2853	3856	
1721	1841	1930	2224	2304	2402	2797	2923	3287	3321	
381	597	646	776	1617	1751	1851	1925	2101	3120	
809	896	1053	2144	2654	2756	2964	3030	3573	3686	
63	234	1790	1903	1992	2184	2265	2365	3758	3881	
453	907	1090	1185	1444	1462	1551	1621	1774	3121	
178	238	1321	1452	1574	1915	1957	2274	2555	2619	
31	1872	1963	2005	2109	2679	3189	3273	3437	3618	
17	143	266	633	756	827	840	927	1025	1068	
1469	1812	1872	2822	2915	3151	3254	3293	3828	3913	
