2135
122	191	273	378	416	443	505	583	662	721	798	820	900	958	1033	
0	99	185	268	627	763	945	1093	1192	1576	1710	1727	1836	1851	1912	
39	267	342	383	470	934	1020	1023	1158	1208	1231	1299	1395	1448	1602	
0	79	121	215	268	437	545	637	640	692	767	841	900	975	1059	
297	367	516	578	702	840	881	954	962	1549	1632	1715	1733	1766	1919	
31	212	312	447	637	707	950	980	1096	1209	1236	1545	1613	1890	2103	
34	63	88	350	488	583	761	900	928	1064	1313	1434	1519	1687	1807	
0	63	121	262	542	670	794	900	1033	1096	1143	1157	1352	1465	1844	
98	688	743	933	1039	1148	1253	1327	1507	1592	1794	1941	1984	2021	2056	
50	264	342	383	690	819	1015	1075	1233	1399	1414	1686	1766	1823	1954	
128	310	452	516	594	667	688	798	877	1014	1138	1270	1300	1448	1822	
0	630	677	861	984	1075	1084	1135	1195	1299	1493	1558	1601	1733	1786	
72	254	421	470	973	1015	1116	1231	1632	1690	1837	1884	1922	1973	2056	
586	630	814	908	1107	1159	1232	1442	1503	1701	1715	1851	1951	2000	2046	
416	539	627	749	886	1020	1135	1162	1245	1331	1414	1521	1611	1920	2023	
125	185	594	845	957	963	1205	1402	1442	1588	1648	1856	1951	2051	2071	
130	530	563	616	887	963	1125	1159	1260	1333	1503	1507	1648	1802	2021	
0	88	145	213	365	847	934	988	1110	1286	1352	1605	1656	2019	2071	
0	331	428	505	639	765	795	864	975	1113	1300	1375	1746	1922	1984	
91	217	342	640	751	861	957	981	1081	1143	1264	1390	1558	1715	1805	
