1806
58	589	695	778	963	1028	1284	1361	1442	1610	
93	476	591	755	840	865	968	1146	1260	1375	
0	224	399	594	634	706	749	851	952	1042	
291	396	517	610	694	797	878	1042	1137	1158	
255	315	422	517	730	850	893	996	1125	1373	
157	373	652	806	974	1143	1228	1385	1590	1659	
50	195	217	373	497	1006	1077	1238	1418	1573	
0	123	248	333	406	559	706	1641	1684	1734	
109	167	240	266	333	836	885	964	1199	1509	
217	407	1116	1231	1257	1430	1526	1547	1592	1744	
0	155	276	374	468	576	788	1028	1084	1137	
0	389	481	551	672	695	1188	1282	1306	1478	
327	673	719	940	998	1297	1473	1542	1629	1691	
83	173	389	452	627	794	806	1037	1101	1306	
0	210	299	406	765	836	1202	1309	1379	1547	
254	313	480	692	844	898	981	1080	1323	1384	
0	401	575	688	791	800	850	903	1379	1453	
73	150	688	767	874	1042	1107	1224	1389	1518	
60	404	610	718	916	1064	1322	1396	1556	1629	
0	885	968	1049	1188	1458	1493	1575	1667	1706	
0	228	254	322	555	1017	1158	1257	1442	1611	
103	217	240	331	407	662	1340	1361	1459	1575	
303	331	648	673	832	975	1158	1297	1370	1458	
187	601	788	884	989	1069	1118	1187	1384	1498	
182	296	509	782	898	1101	1155	1245	1306	1398	
55	105	220	284	388	1113	1189	1265	1683	1707	
93	211	228	369	467	606	1177	1355	1522	1667	
0	97	195	345	390	496	953	1332	1403	1477	
82	284	428	467	767	1226	1329	1418	1487	1591	
72	178	471	565	576	666	906	940	1027	1299	
