1524
163	241	393	482	528	570	629	699	789	888	1008	1106	1174	1301	1398	
0	153	209	253	254	392	395	528	608	637	698	736	796	914	949	
0	203	317	390	439	496	521	637	658	734	823	957	982	1062	1129	
0	101	141	209	303	355	560	617	658	783	870	973	1043	1104	1222	
57	72	209	234	303	311	407	421	465	607	836	849	1079	1118	1175	
0	151	236	355	677	733	766	804	881	943	1014	1039	1114	1270	1398	
0	246	367	388	398	484	573	615	705	823	864	952	982	1036	1129	
0	126	147	233	235	315	407	523	679	733	845	851	1107	1214	1304	
0	8	115	661	723	822	917	1016	1096	1193	1301	1365	1394	1467	1477	
0	74	233	453	490	573	579	768	1079	1107	1170	1263	1315	1401	1469	
72	442	541	581	681	699	848	1001	1014	1186	1222	1301	1365	1469	1484	
141	153	288	328	400	543	665	723	759	777	868	949	1001	1051	1114	
241	317	392	567	607	665	688	694	849	1063	1113	1263	1318	1365	1432	
0	93	151	209	302	489	610	623	777	802	940	992	1102	1179	1208	
0	161	304	390	496	619	673	710	832	931	1085	1170	1210	1234	1344	
93	202	220	324	499	628	789	863	881	911	992	1118	1128	1286	1373	
15	120	479	579	693	819	855	864	973	1039	1104	1192	1203	1235	1434	
0	84	161	304	381	461	543	656	717	861	1128	1221	1306	1335	1398	
14	220	344	496	523	602	704	773	931	1016	1096	1224	1312	1323	1331	
95	147	182	237	404	489	573	629	673	945	973	1079	1199	1224	1335	
