1881
0	499	561	593	674	739	808	880	978	1062	1089	1268	1311	1344	1371	1475	1515	1522	1537	1791	
0	12	92	232	244	386	410	497	566	664	701	754	826	885	984	1085	1196	1339	1452	1569	
170	230	332	437	511	613	688	872	1105	1145	1216	1313	1343	1361	1479	1549	1617	1663	1685	1780	
233	329	390	432	497	597	768	852	885	1089	1110	1136	1225	1317	1397	1558	1649	1740	1754	1800	
171	244	333	335	347	514	613	659	739	931	984	1044	1098	1285	1361	1378	1412	1479	1510	1562	
150	184	276	356	490	601	652	738	760	829	912	992	1145	1196	1337	1414	1465	1649	1703	1706	
0	129	216	261	323	394	413	497	566	617	696	716	767	865	961	967	1029	1132	1149	1242	
0	10	92	295	317	364	419	448	508	545	622	717	767	832	926	927	1005	1155	1316	1339	
0	3	92	216	304	398	486	576	750	776	892	1002	1041	1140	1217	1282	1337	1364	1448	1542	
0	85	183	230	309	333	387	472	541	674	735	827	886	965	1062	1149	1177	1282	1328	1332	
0	66	398	490	652	694	735	832	886	980	1075	1237	1355	1446	1528	1584	1612	1668	1700	1751	
622	673	738	850	931	1012	1057	1238	1291	1364	1452	1549	1552	1584	1703	1704	1717	1725	1775	1855	
0	106	184	291	316	474	514	597	676	782	874	965	1015	1037	1047	1059	1149	1217	1264	1446	
85	202	279	323	387	566	690	780	916	1002	1134	1273	1343	1422	1501	1547	1614	1620	1704	1791	
14	106	203	279	390	429	446	561	659	676	705	792	978	1140	1295	1368	1547	1623	1664	1719	
0	37	93	170	174	246	277	376	479	596	678	694	778	838	1110	1177	1322	1465	1556	1642	
0	92	129	180	189	204	218	317	429	508	576	674	742	941	1130	1168	1225	1266	1317	1397	
0	50	276	295	673	674	680	705	735	829	1041	1197	1273	1339	1492	1623	1685	1737	1744	1841	
37	161	196	220	328	329	394	486	525	657	750	838	892	951	1005	1057	1142	1216	1295	1449	
0	31	310	386	497	541	617	694	778	782	852	987	1064	1136	1257	1377	1448	1452	1549	1605	
