890
0	19	52	176	224	282	337	375	507	611	644	729	774	808	834	
0	23	51	70	82	107	145	174	219	249	271	374	404	444	463	
0	38	59	83	126	158	177	220	254	318	423	444	479	517	540	
97	125	175	209	234	270	294	312	378	402	442	473	515	555	586	
0	36	51	86	194	226	464	486	512	597	635	675	706	732	769	
0	32	316	329	367	395	501	515	539	658	684	713	769	790	836	
32	86	124	158	185	239	266	298	362	374	394	485	555	573	611	
48	59	88	179	303	356	379	409	684	713	746	767	808	829	857	
347	420	441	467	501	627	666	684	719	743	759	785	797	810	866	
0	18	70	97	137	178	239	261	509	550	610	644	684	708	742	
29	74	123	160	216	238	255	296	330	367	713	742	767	784	817	
0	41	70	115	128	141	174	194	226	239	263	296	313	329	378	
20	36	86	124	149	175	186	220	234	276	312	350	383	420	473	
327	359	383	410	467	501	540	573	635	680	695	741	774	800	836	
55	96	172	185	207	244	282	322	409	448	479	519	542	571	631	
0	94	111	159	176	206	241	278	473	517	536	566	597	623	658	
0	25	41	74	88	115	149	195	226	266	338	375	410	480	510	
11	63	119	145	165	185	238	270	307	330	359	411	448	513	588	
0	12	111	137	174	213	264	283	322	362	408	442	643	663	680	
0	133	238	261	437	466	496	547	586	612	646	675	719	731	759	
