3045
0	403	500	595	1278	1529	1744	1928	2020	2097	2218	2430	2439	2726	2781	
0	259	305	365	381	618	676	757	808	852	903	974	1039	1158	1981	
0	115	649	1074	1150	1169	1186	1291	1550	1602	1776	2032	2273	2360	2454	
43	168	714	1016	1064	1200	1371	1502	1584	1779	1813	1856	1971	2173	2275	
71	100	242	353	886	1064	1428	1536	1653	1728	1817	1856	1896	2116	2173	
230	314	371	446	672	860	956	994	1107	1218	1275	1361	1534	1630	1837	
0	54	273	337	461	805	898	974	1420	1507	1576	1817	1945	2036	2526	
0	119	221	315	404	529	976	1010	1206	1300	1547	1789	2234	2257	2526	
79	189	730	906	973	1105	1211	1368	1583	1712	1779	1983	2142	2646	2928	
0	108	248	330	404	546	694	960	1048	1290	1404	1732	2026	2462	2534	
46	131	387	479	786	835	917	1150	1172	1258	1316	1515	1597	1882	2021	
36	108	609	806	956	1031	1220	1449	1562	1601	1659	1748	1855	2017	2429	
0	126	332	493	548	631	642	1281	1680	1913	2007	2251	2275	2420	2469	
0	125	153	237	548	631	1230	1311	1466	1588	2240	2329	2389	2495	2579	
0	254	558	1137	1231	1544	1612	1638	1940	2054	2134	2396	2489	2529	2622	
312	551	694	1638	1660	1796	1972	2185	2329	2378	2423	2566	2666	2671	2673	
259	316	427	538	727	979	1129	1807	1896	2032	2102	2133	2170	2201	2296	
835	1166	1275	1652	1870	2060	2103	2106	2216	2356	2666	2743	2791	2877	2884	
46	1311	1430	1638	1667	1725	1765	1965	2031	2115	2207	2285	2592	2626	2720	
36	70	638	737	816	915	956	991	1406	1491	1649	1926	2194	2227	2377	
86	125	227	360	535	592	871	1339	1598	1693	1895	2066	2191	2234	2360	
111	538	637	730	1022	1065	1120	1345	1428	1499	1557	1664	1759	1985	2105	
0	57	200	390	481	1083	1200	1342	1476	1620	1866	2447	2644	2726	2796	
0	77	309	424	846	926	970	1069	1308	1366	1414	1499	1597	1690	1708	
185	245	319	403	454	822	884	991	1131	1632	1706	2257	2402	2469	2863	
53	246	499	625	729	757	811	832	1226	1357	1451	1664	1708	1802	2506	
161	561	611	748	818	1044	1074	1132	1410	2704	2716	2776	2827	2907	2988	
70	547	609	755	1138	1390	1771	1794	2382	2547	2587	2603	2626	2781	2863	
261	313	560	655	770	962	1195	1361	1558	1738	2106	2282	2316	2430	2546	
0	95	377	497	639	729	1361	1511	1643	1667	1932	2518	2587	2647	2869	
83	205	259	332	389	495	570	901	1275	1339	1479	1562	1925	2149	2428	
39	363	510	589	656	743	806	918	1480	1533	1579	2006	2584	2593	2625	
324	415	480	749	828	884	1496	1725	1830	1867	2116	2149	2272	2370	2505	
307	326	419	526	745	1018	1169	1772	1849	1963	2192	2226	2432	2495	2520	
458	737	772	1033	1126	1284	1461	1696	1756	1855	1940	2000	2296	2386	2553	
23	119	170	1048	1080	1103	1160	1298	1492	1529	1592	1742	1774	2156	2275	
39	262	309	411	600	865	1109	1714	1723	1945	1988	2087	2105	2716	2776	
323	481	591	779	1072	1122	1200	1261	1352	1420	2084	2156	2534	2566	2647	
137	281	323	394	768	772	1114	1723	1840	1932	1984	2062	2192	2216	2366	
0	173	248	337	604	1196	1281	1370	1523	1800	1929	2417	2459	2572	2625	
9	151	437	516	715	877	978	1159	1411	1427	1839	1933	2593	2658	2736	
76	243	298	412	570	699	732	893	1030	1287	1335	1825	1871	2034	2246	
1567	1568	1804	1926	1950	2011	2425	2587	2658	2704	2791	2846	2858	2908	2918	
134	205	299	360	394	463	1010	1136	1169	1370	1550	1659	1729	1835	2292	
67	192	575	781	832	952	1039	1138	1335	1406	1586	1655	1803	2347	2417	
0	205	278	413	506	600	640	797	1002	1248	1893	1969	2106	2315	2396	
0	245	259	441	1516	1568	1763	1804	2000	2106	2146	2192	2294	2522	2592	
61	121	299	655	775	926	983	1041	1614	1724	1949	2087	2345	2369	2439	
123	134	151	528	643	1114	1137	1289	1316	1422	1515	1778	1993	2075	2208	
148	177	326	449	676	1429	1496	1743	2639	2666	2686	2720	2763	2868	2960	
