1876
0	165	269	358	426	514	800	830	849	934	1026	1103	1225	1288	1355	1385	1473	1671	1691	1800	
0	54	139	250	337	444	552	593	639	938	982	992	1084	1337	1412	1553	1642	1728	1761	1788	
0	74	104	203	217	258	505	602	667	706	778	888	1025	1169	1248	1338	1360	1484	1551	1568	
0	13	93	302	425	588	645	664	757	807	973	975	1099	1176	1286	1383	1484	1542	1634	1710	
0	232	311	344	402	504	581	770	867	914	934	1005	1074	1169	1226	1249	1338	1452	1558	1735	
0	203	276	470	525	623	660	727	869	902	908	1003	1176	1188	1193	1226	1380	1476	1551	1638	
0	46	86	88	291	467	504	573	697	781	893	930	1134	1248	1316	1383	1473	1549	1623	1634	
0	129	281	344	417	445	514	653	697	724	872	896	943	1084	1097	1130	1210	1476	1575	1664	
0	190	252	283	398	581	593	597	658	704	810	893	950	975	1079	1113	1129	1225	1316	1380	
13	79	165	211	426	690	739	814	864	950	1041	1097	1113	1199	1313	1398	1560	1620	1728	1756	
0	10	67	170	264	437	504	534	623	781	867	993	1055	1158	1318	1550	1568	1665	1761	1771	
0	115	167	170	264	346	372	459	516	669	730	883	964	1026	1074	1161	1249	1269	1289	1339	
26	43	226	232	281	355	466	552	578	658	727	842	907	956	982	1079	1093	1135	1138	1150	
0	46	67	68	167	250	272	356	398	459	538	555	622	683	835	902	993	1031	1219	1253	
0	50	99	276	339	344	455	561	602	727	830	964	1034	1093	1161	1232	1318	1379	1432	1463	
0	53	104	129	320	411	538	651	730	823	883	932	1003	1188	1440	1512	1542	1638	1724	1755	
174	428	505	539	639	722	864	884	889	966	1041	1130	1219	1396	1440	1472	1558	1724	1753	1819	
82	115	231	355	623	690	741	914	1005	1080	1081	1103	1210	1398	1401	1473	1550	1603	1667	1710	
60	131	252	343	424	444	709	800	879	934	950	1019	1103	1122	1217	1401	1484	1575	1746	1800	
94	174	255	264	313	417	496	588	653	771	835	839	1055	1196	1253	1360	1452	1518	1652	1735	
