1882
0	262	363	723	797	964	969	1299	1399	1495	
756	861	981	1106	1340	1603	1642	1699	1776	1861	
78	126	243	614	730	967	1121	1221	1313	1552	
142	252	787	849	1198	1413	1488	1526	1695	1822	
28	181	279	509	767	1111	1261	1349	1488	1677	
210	324	546	628	779	900	978	1176	1185	1243	
153	179	400	492	559	849	1076	1135	1224	1349	
320	478	684	984	1056	1183	1425	1522	1639	1698	
0	93	423	502	619	1041	1243	1655	1751	1764	
92	484	516	546	646	761	977	1131	1189	1500	
0	227	291	554	645	885	1171	1221	1282	1494	
0	120	175	272	328	457	671	761	936	1596	
706	1078	1186	1434	1530	1557	1634	1659	1747	1778	
0	62	498	668	710	867	964	997	1281	1466	
89	239	283	420	478	535	760	1129	1264	1396	
99	193	347	498	760	874	972	1182	1282	1342	
151	181	341	574	697	892	1204	1347	1431	1579	
192	384	476	532	707	1046	1140	1364	1495	1643	
0	377	460	879	1024	1089	1255	1420	1530	1597	
0	126	253	378	599	848	1037	1132	1376	1633	
122	639	837	917	1054	1183	1393	1485	1495	1557	
136	280	432	463	606	1014	1168	1319	1538	1603	
62	257	341	522	583	671	849	878	922	1325	
62	144	152	197	650	829	942	1124	1408	1617	
0	152	291	352	713	1016	1127	1357	1545	1744	
341	458	617	721	1215	1587	1596	1645	1697	1726	
0	28	350	623	672	798	885	981	1226	1475	
59	97	206	417	682	758	905	1030	1642	1722	
179	490	524	989	1031	1099	1282	1427	1434	1730	
423	498	535	628	714	766	969	1066	1099	1297	
