1327
0	52	78	149	187	354	558	791	832	914	
0	96	211	250	429	441	529	773	877	918	
59	151	243	331	385	532	749	851	885	1183	
116	472	656	782	908	1005	1077	1134	1181	1264	
58	222	256	417	522	739	803	918	962	1028	
303	456	561	685	749	963	1039	1090	1166	1261	
0	72	239	428	456	537	626	685	1133	1261	
549	558	614	702	812	995	1049	1131	1243	1288	
203	250	351	589	626	756	782	906	995	1061	
55	151	178	304	388	518	587	668	901	1004	
243	309	494	522	652	882	963	1116	1212	1243	
52	194	231	341	499	553	681	759	856	1073	
156	330	428	476	587	614	839	962	1082	1130	
0	142	192	211	444	539	697	843	906	1002	
0	80	517	628	757	827	877	969	1043	1061	
0	173	247	304	467	622	998	1102	1175	1264	
85	116	192	250	578	653	794	885	995	1130	
310	427	482	499	737	828	885	964	1067	1124	
0	96	267	330	441	508	575	1101	1173	1212	
0	155	388	476	537	632	707	737	1049	1221	
