2823
68	224	951	995	1019	1278	1349	1843	2062	2146	
280	394	579	675	871	1130	1367	1506	1576	1662	
102	731	964	1158	1177	1445	1540	1967	2159	2318	
0	221	298	409	443	1349	1488	1749	1859	1948	
386	752	865	989	1095	1273	1428	1828	2077	2121	
152	254	436	1377	1664	1977	1991	2083	2276	2403	
167	361	646	727	1311	1365	1476	2201	2471	2657	
39	277	649	714	743	993	1610	1908	2430	2595	
0	62	571	684	690	904	1160	1424	1592	1709	
0	675	812	913	1926	1976	2021	2083	2301	2452	
0	367	519	929	1500	1573	2069	2115	2183	2796	
0	94	165	454	1017	1130	1441	1485	2007	2370	
182	386	448	771	942	1063	1217	1308	1571	1774	
339	466	787	858	949	1078	1576	1691	2173	2357	
161	197	540	670	1096	1795	1942	2088	2184	2210	
291	1167	1309	1383	1703	1831	1979	2027	2088	2228	
0	332	504	583	858	1022	1844	1991	2077	2153	
135	251	470	1052	1173	1914	1948	2517	2616	2620	
168	247	1108	1242	1593	1704	1894	2002	2094	2219	
158	248	434	586	775	1172	1251	1435	2084	2240	
81	583	662	690	718	982	1042	1540	1610	1693	
291	368	1186	1583	1662	1802	2468	2579	2657	2718	
0	507	571	597	853	1235	1770	1920	2371	2495	
9	202	355	534	1428	1570	1853	1950	2217	2270	
143	222	503	718	907	1000	1403	1745	2011	2405	
0	142	598	816	869	1131	1509	1584	2301	2385	
276	645	1311	1483	1613	1773	1829	1831	2004	2425	
432	829	922	1063	1353	1854	2358	2528	2605	2667	
181	281	521	592	900	1114	1195	1412	1576	1786	
1220	1338	1716	1803	1917	2008	2385	2405	2482	2612	
24	603	705	1061	1351	1413	1673	2039	2117	2689	
197	344	843	1123	1130	1277	1410	1487	1707	1868	
429	436	686	752	908	1193	1232	1869	1999	2757	
639	716	779	858	1032	1188	1337	2100	2213	2451	
63	615	633	789	972	1252	1688	1995	2115	2268	
85	206	316	979	1678	1758	1853	2055	2228	2439	
57	414	592	946	1050	2387	2430	2482	2575	2692	
166	191	348	890	1043	1365	1663	1872	1996	2538	
510	790	869	926	1014	1187	1350	1752	2060	2295	
281	526	534	554	758	1182	1245	1470	1614	1703	
439	928	1703	1788	1966	1989	2157	2270	2605	2637	
0	266	476	670	827	1305	1390	1762	1872	2149	
68	188	208	592	633	1006	2438	2468	2529	2616	
177	526	823	1025	1158	2153	2296	2398	2471	2575	
0	149	332	379	918	1138	1294	1875	1929	2385	
325	370	799	1488	1639	1676	1761	1989	2459	2504	
625	806	1049	1159	1309	1922	1966	2037	2162	2282	
722	799	1177	1222	1329	1406	1526	2314	2367	2486	
809	1016	1269	1998	2367	2388	2564	2637	2708	2718	
86	175	207	252	424	1249	1551	1652	2077	2179	
