2103
0	290	357	463	851	981	990	1048	1111	1263	1307	1554	1586	1606	1650	
0	111	269	491	535	595	730	785	883	921	1047	1147	1339	1641	1829	
16	398	601	667	990	1047	1109	1209	1415	1481	1517	1794	1851	1995	2004	
0	319	355	641	731	889	1039	1119	1164	1289	1446	1657	1710	1771	1874	
100	214	360	646	824	847	949	1139	1356	1542	1650	1735	1879	1981	2004	
0	238	517	776	879	1073	1083	1241	1315	1412	1500	1575	1739	1853	1946	
86	186	302	381	494	521	665	752	765	891	1001	1074	1247	1315	1396	
10	59	357	379	579	854	986	1111	1129	1238	1307	1397	1486	1906	2078	
0	42	53	157	280	520	573	662	714	765	773	842	891	917	1042	
1	89	136	261	540	614	689	776	832	930	943	1039	1261	1365	1851	
7	165	404	494	573	636	743	930	947	1042	1116	1220	1348	1412	1803	
348	357	487	530	633	785	896	991	1074	1203	1555	1653	1771	1929	1981	
216	706	847	957	959	1083	1146	1214	1313	1476	1532	1545	1635	1798	1892	
24	364	464	884	904	923	1046	1142	1291	1580	1657	1692	1779	1848	1893	
246	372	592	683	795	930	1146	1160	1194	1500	1575	1615	1710	1794	2004	
0	81	205	589	662	752	891	930	1005	1110	1278	1353	1623	1782	1861	
57	81	504	714	872	991	1160	1168	1389	1486	1615	1710	1743	1794	1829	
136	181	387	444	839	923	990	1129	1220	1325	1779	1843	1955	1966	2049	
0	186	356	418	683	741	824	947	1138	1336	1489	1545	1834	1906	1995	
37	125	355	418	628	999	1113	1129	1211	1306	1484	1547	1710	1782	1946	
