2169
0	100	334	439	535	880	1018	1111	1196	1248	1328	1526	1617	1657	2036	
16	692	790	883	1023	1041	1061	1196	1316	1376	1531	1746	1908	2018	2106	
0	98	249	346	419	459	557	618	695	755	874	961	1317	1565	1608	
2	83	109	254	343	437	643	699	787	814	874	998	1006	1197	1263	
201	317	391	534	677	762	831	883	915	1058	1166	1242	1290	1566	1713	
44	146	310	358	784	888	991	1006	1037	1258	1316	1474	1565	1707	1768	
166	582	699	915	1055	1151	1203	1418	1474	1619	1708	1768	1896	2074	2135	
294	413	472	618	745	862	915	1037	1111	1330	1425	1615	1795	1817	1858	
0	61	177	266	580	791	996	1069	1130	1159	1296	1317	1451	1854	1982	
0	100	607	689	783	874	907	1040	1237	1382	1439	1460	1645	1798	1977	
0	134	370	405	610	950	1092	1125	1195	1248	1444	1501	1679	1915	1977	
79	292	385	876	917	1069	1106	1184	1186	1284	1363	1471	1617	1669	1746	
94	174	325	398	439	624	698	790	811	855	940	1106	1197	1372	1504	
0	173	866	989	1065	1068	1125	1290	1424	1552	1696	1746	1789	1797	1832	
0	171	523	604	764	937	1148	1331	1376	1418	1556	1619	1782	1797	1868	
128	197	324	483	624	695	848	917	961	1006	1058	1092	1217	1635	1695	
8	279	383	557	831	1041	1065	1170	1360	1439	1609	1808	1887	1989	2003	
74	177	225	343	472	570	695	714	741	814	912	923	1094	1333	1501	
222	310	963	996	1092	1102	1151	1466	1608	1682	1942	2083	2106	2113	2118	
15	684	886	977	1106	1239	1322	1426	1518	1650	1840	1887	1982	2005	2083	
