2794
0	101	182	401	652	780	1773	1928	1985	2078	
1147	1283	1410	1452	2043	2064	2189	2444	2508	2548	
9	435	569	646	680	2401	2430	2508	2532	2700	
236	690	853	927	1080	1207	1488	1532	1609	2609	
376	462	603	728	842	1082	1133	1551	2192	2293	
0	166	1015	1082	1166	1668	1907	1974	2002	2020	
158	236	362	776	1283	1685	1764	1949	2357	2401	
0	83	543	770	941	1050	2023	2265	2499	2548	
227	373	1462	1560	1718	1933	2196	2322	2743	2775	
461	1318	1438	1465	1568	1754	1882	2253	2341	2430	
0	171	912	1376	1491	1501	1581	1771	1814	1892	
42	942	1035	1217	1597	1728	1826	1907	1991	2029	
396	456	961	1015	1169	1740	1820	1842	1884	2569	
1189	1653	1670	1705	1956	2110	2129	2311	2386	2406	
628	757	777	894	1119	1507	1734	1968	2159	2242	
172	264	375	449	892	1133	1186	1285	1375	2071	
0	91	309	384	587	677	811	954	1374	1702	
0	867	1301	1422	1478	2056	2349	2411	2535	2634	
0	73	215	308	443	513	1229	1283	1398	1438	
64	340	393	476	800	804	1459	2172	2225	2277	
225	468	1084	1219	1359	1950	2010	2127	2190	2293	
114	185	308	1257	1851	2002	2096	2494	2586	2625	
0	330	424	548	683	1396	1537	2151	2167	2341	
71	351	513	749	848	1071	1222	1927	2114	2151	
37	404	667	763	915	1172	1222	2417	2466	2585	
160	623	641	718	813	1585	1814	1899	1974	2006	
692	1029	1185	1217	1447	1749	2391	2441	2527	2586	
1096	1158	1378	1485	1630	1711	1754	1768	2102	2646	
220	549	676	715	940	1109	1459	1709	1768	2390	
0	88	255	1196	1300	1457	1520	1636	1738	2271	
23	714	1159	1196	1439	1582	1853	1974	2420	2462	
436	513	998	1060	1252	1572	1687	1703	1728	1778	
431	573	1921	1935	2147	2241	2462	2590	2676	2677	
305	799	867	999	1282	1399	1496	1585	1716	2288	
327	484	524	829	1128	1309	1431	1495	1571	1741	
124	185	538	951	1060	1327	1604	2466	2536	2569	
152	405	617	703	1018	1086	1285	1765	1996	2107	
139	280	340	444	624	1361	1875	2022	2097	2232	
148	557	738	1168	1648	1707	1873	1877	1956	2038	
244	397	619	1006	1560	1693	2064	2071	2187	2335	
804	990	1887	2034	2062	2165	2303	2366	2406	2530	
185	280	406	520	680	682	765	985	2203	2634	
382	568	735	813	1655	1842	2118	2252	2477	2532	
49	527	597	862	1000	1232	1309	1375	1811	2464	
5	385	453	626	701	766	895	1673	1716	2328	
42	595	624	732	1422	1527	1627	1687	1982	2225	
935	1049	1083	1123	1186	1256	1321	1612	2517	2775	
0	94	1935	2023	2128	2202	2268	2315	2338	2443	
168	515	848	936	1260	1339	1493	1863	1900	2004	
77	359	542	587	682	758	908	927	2162	2277	
