998
0	47	73	100	164	191	244	278	312	382	479	515	547	571	611	701	760	805	884	927	
0	40	60	140	181	236	294	425	467	491	535	598	609	624	721	782	822	838	851	909	
0	78	89	136	171	212	266	303	343	418	441	482	542	626	645	722	805	893	927	937	
0	44	62	110	136	182	206	247	303	339	401	441	499	538	568	621	638	687	882	934	
0	82	158	210	268	296	318	352	385	431	465	536	587	631	683	739	791	846	893	917	
0	30	78	186	259	279	310	330	369	403	441	453	466	547	591	672	689	712	724	819	
0	28	39	56	124	199	234	338	376	417	482	501	553	599	613	658	707	772	834	898	
0	106	147	207	223	265	314	350	367	389	485	511	550	583	598	630	666	695	733	772	
62	106	177	235	272	318	361	377	420	501	568	611	621	657	688	734	762	815	843	868	
54	135	183	220	253	296	331	361	546	585	596	638	684	733	782	799	815	846	861	876	
27	40	77	99	172	238	296	334	451	489	550	583	599	641	661	723	770	791	828	959	
0	32	172	192	206	217	293	331	377	533	567	603	628	698	771	815	851	871	920	958	
26	109	142	191	235	278	315	365	431	479	519	560	619	668	698	725	835	882	920	976	
0	64	136	174	189	212	236	350	379	429	464	513	566	605	630	684	736	767	805	860	
0	32	97	140	167	218	252	301	346	411	441	467	546	591	661	760	771	801	865	876	
30	44	100	192	219	253	337	382	398	461	505	533	561	610	631	695	733	767	796	838	
0	54	73	136	172	247	296	325	343	410	440	490	527	552	625	688	725	770	801	847	
40	147	158	186	234	323	338	375	441	467	488	536	553	583	637	672	718	736	762	807	
0	35	68	99	149	164	220	281	363	382	419	461	532	562	583	657	692	718	750	842	
0	33	94	136	189	218	245	306	379	441	490	519	568	602	666	701	733	805	855	930	
