1533
0	138	304	551	564	648	736	821	894	1141	1225	1291	1354	1413	1438	
0	67	141	182	239	291	368	463	547	625	1221	1277	1361	1424	1450	
0	97	192	256	294	353	448	465	886	1044	1054	1181	1192	1339	1385	
0	80	168	200	266	309	422	463	730	800	855	934	1096	1240	1339	
0	192	296	369	383	456	463	593	689	730	770	862	920	988	1067	
0	79	193	279	369	383	402	498	648	702	797	894	910	1020	1096	
0	77	132	394	468	573	606	667	790	821	908	968	1110	1192	1225	
97	154	222	304	368	476	524	640	689	768	828	965	1044	1050	1119	
108	352	432	523	580	632	721	800	899	922	968	1020	1111	1158	1330	
66	108	201	296	523	559	636	786	794	839	909	1024	1120	1195	1262	
77	174	300	358	468	571	580	667	784	1056	1143	1232	1309	1405	1444	
0	80	101	279	352	422	471	606	640	680	775	790	908	965	1076	
0	17	79	174	209	300	369	376	498	573	720	775	847	909	920	
129	222	358	448	564	672	692	979	1056	1119	1131	1262	1385	1452	1481	
0	141	174	209	377	440	476	571	702	847	946	957	1020	1084	1120	
