1109
0	71	268	333	348	394	411	466	477	524	548	643	706	737	816	851	881	911	927	957	
0	41	102	153	228	268	336	441	473	512	578	594	640	655	674	710	749	775	828	922	
0	34	143	166	219	247	289	348	382	446	579	624	669	710	747	791	843	893	926	981	
41	120	191	238	306	321	346	387	411	451	466	514	548	579	633	670	698	755	772	816	
0	95	118	286	425	496	538	590	601	617	661	757	803	813	830	875	946	978	995	1016	
0	108	128	146	352	382	415	439	457	506	548	630	643	666	708	756	791	830	871	916	
0	47	62	144	163	199	303	319	347	374	394	430	565	595	631	648	670	826	921	978	
40	128	143	247	299	347	390	430	501	549	620	644	693	737	769	795	832	863	922	956	
0	34	67	92	208	228	261	307	359	409	441	477	506	542	588	676	769	821	861	902	
0	48	155	199	248	270	283	311	347	374	491	567	585	652	680	728	747	794	843	913	
26	52	100	166	208	248	301	346	364	409	432	514	527	548	594	647	672	706	756	773	
34	71	120	165	193	213	248	362	461	487	512	542	581	596	670	713	775	808	853	902	
72	117	154	206	219	230	279	321	390	411	486	535	567	588	636	649	675	708	730	751	
14	82	123	163	248	279	464	491	549	601	634	726	774	821	887	921	961	993	1006	1044	
0	89	293	311	346	374	417	457	501	517	532	567	610	648	664	693	808	857	895	960	
0	67	264	322	359	388	430	457	498	520	567	585	622	670	684	808	857	900	948	995	
27	59	213	259	307	343	427	451	539	565	605	670	728	851	944	987	1003	1013	1025	1064	
34	97	144	193	213	253	299	392	425	498	616	648	744	787	843	875	924	960	998	1045	
49	119	160	238	308	349	392	469	521	595	630	674	698	722	745	775	816	835	875	913	
0	64	123	177	208	247	277	373	390	438	538	638	698	724	815	858	893	957	981	1071	
